Date,gemini_predicted_price
2015-07-31,72.95
2015-08-03,73.2
2015-08-04,72.55
2015-08-05,71.95
2015-08-06,72.05
2015-08-07,71.35
2015-08-10,70.95
2015-08-11,70.65
2015-08-12,70.95
2015-08-13,70.95
2015-08-14,70.95
2015-08-17,72.05
2015-08-18,72.85
2015-08-19,72.85
2015-08-20,72.55
2015-08-21,69.5
2015-08-24,69.5
2015-08-25,66.5
2015-08-26,66.85
2015-08-27,67.25
2015-08-28,68.15
2015-08-31,69.25
2015-09-01,70.25
2015-09-02,68.15
2015-09-03,67.95
2015-09-04,67.55
2015-09-08,67.05
2015-09-09,69.15
2015-09-10,69.05
2015-09-11,69.55
2015-09-14,70.15
2015-09-15,69.45
2015-09-16,70.25
2015-09-17,71.05
2015-09-18,71.25
2015-09-21,71.45
2015-09-22,71.65
2015-09-23,71.45
2015-09-24,71.45
2015-09-25,71.45
2015-09-28,71.78
2015-09-29,70.35
2015-09-30,69.5
2015-10-01,70.05
2015-10-02,71.0
2015-10-05,72.85
2015-10-06,75.12
2015-10-07,74.15
2015-10-08,74.25
2015-10-09,74.68
2015-10-12,74.75
2015-10-13,75.05
2015-10-14,76.05
2015-10-15,75.85
2015-10-16,76.35
2015-10-19,77.25
2015-10-20,77.85
2015-10-21,78.15
2015-10-22,76.85
2015-10-23,76.85
2015-10-26,77.85
2015-10-27,78.05
2015-10-28,78.55
2015-10-29,78.05
2015-10-30,77.75
2015-11-02,77.55
2015-11-03,78.15
2015-11-04,78.25
2015-11-05,78.15
2015-11-06,78.45
2015-11-09,78.65
2015-11-10,78.15
2015-11-11,78.08
2015-11-12,78.35
2015-11-13,77.95
2015-11-16,76.85
2015-11-17,76.55
2015-11-18,76.45
2015-11-19,76.65
2015-11-20,79.25
2015-11-23,81.25
2015-11-24,80.15
2015-11-25,80.15
2015-11-27,80.08
2015-11-30,79.85
2015-12-01,79.65
2015-12-02,80.15
2015-12-03,80.25
2015-12-04,79.8
2015-12-07,81.05
2015-12-08,80.45
2015-12-09,80.75
2015-12-10,80.05
2015-12-11,79.75
2015-12-14,78.85
2015-12-15,77.55
2015-12-16,76.95
2015-12-17,77.15
2015-12-18,78.05
2015-12-21,77.35
2015-12-22,77.25
2015-12-23,77.25
2015-12-24,77.25
2015-12-28,77.45
2015-12-29,77.85
2015-12-30,78.75
2015-12-31,78.85
2016-01-04,78.75
2016-01-05,77.25
2016-01-06,77.05
2016-01-07,76.55
2016-01-08,75.5
2016-01-11,74.85
2016-01-12,73.85
2016-01-13,73.55
2016-01-14,72.85
2016-01-15,72.7
2016-01-19,71.85
2016-01-20,71.05
2016-01-21,70.85
2016-01-22,70.15
2016-01-25,70.75
2016-01-26,70.15
2016-01-27,69.75
2016-01-28,68.55
2016-01-29,67.55
2016-02-01,67.25
2016-02-02,67.25
2016-02-03,65.85
2016-02-04,65.85
2016-02-05,65.95
2016-02-08,60.5
2016-02-09,57.85
2016-02-10,58.5
2016-02-11,57.5
2016-02-12,58.2
2016-02-16,58.5
2016-02-17,59.05
2016-02-18,61.25
2016-02-19,61.25
2016-02-22,62.25
2016-02-23,63.05
2016-02-24,62.45
2016-02-25,63.05
2016-02-26,67.55
2016-02-29,69.85
2016-03-01,69.05
2016-03-02,68.85
2016-03-03,69.75
2016-03-04,70.05
2016-03-07,70.25
2016-03-08,70.45
2016-03-09,69.85
2016-03-10,70.45
2016-03-11,70.05
2016-03-14,70.85
2016-03-15,71.25
2016-03-16,71.45
2016-03-17,72.05
2016-03-18,72.15
2016-03-21,72.3
2016-03-22,72.45
2016-03-23,72.3
2016-03-24,71.85
2016-03-28,71.95
2016-03-29,71.8
2016-03-30,71.95
2016-03-31,73.15
2016-04-01,73.25
2016-04-04,74.85
2016-04-05,74.85
2016-04-06,74.65
2016-04-07,75.05
2016-04-08,74.9
2016-04-11,74.65
2016-04-12,74.35
2016-04-13,74.15
2016-04-14,74.9
2016-04-15,75.35
2016-04-18,75.45
2016-04-19,76.15
2016-04-20,76.12
2016-04-21,75.95
2016-04-22,76.45
2016-04-25,76.15
2016-04-26,76.15
2016-04-27,76.15
2016-04-28,75.75
2016-04-29,75.25
2016-05-02,75.35
2016-05-03,76.15
2016-05-04,75.25
2016-05-05,74.85
2016-05-06,74.55
2016-05-09,73.85
2016-05-10,73.95
2016-05-11,74.95
2016-05-12,74.9
2016-05-13,75.15
2016-05-16,75.5
2016-05-17,76.35
2016-05-18,76.35
2016-05-19,77.05
2016-05-20,79.15
2016-05-23,81.15
2016-05-24,80.15
2016-05-25,81.05
2016-05-26,82.15
2016-05-27,82.55
2016-05-31,83.05
2016-06-01,83.15
2016-06-02,83.05
2016-06-03,82.98
2016-06-06,82.55
2016-06-07,82.55
2016-06-08,82.5
2016-06-09,82.7
2016-06-10,82.55
2016-06-13,81.95
2016-06-14,81.75
2016-06-15,81.25
2016-06-16,81.55
2016-06-17,81.05
2016-06-20,80.65
2016-06-21,81.05
2016-06-22,80.85
2016-06-23,80.45
2016-06-24,81.15
2016-06-27,79.85
2016-06-28,78.85
2016-06-29,78.25
2016-06-30,78.85
2016-07-01,78.45
2016-07-05,79.05
2016-07-06,78.85
2016-07-07,78.55
2016-07-08,78.45
2016-07-11,79.55
2016-07-12,80.15
2016-07-13,80.95
2016-07-14,80.95
2016-07-15,81.15
2016-07-18,81.05
2016-07-19,81.08
2016-07-20,81.05
2016-07-21,81.45
2016-07-22,81.45
2016-07-25,81.85
2016-07-26,81.75
2016-07-27,81.55
2016-07-28,81.55
2016-07-29,81.55
2016-08-01,81.43
2016-08-02,80.95
2016-08-03,80.65
2016-08-04,80.45
2016-08-05,80.15
2016-08-08,80.65
2016-08-09,80.65
2016-08-10,80.75
2016-08-11,80.35
2016-08-12,80.85
2016-08-15,81.05
2016-08-16,79.85
2016-08-17,79.0
2016-08-18,77.85
2016-08-19,77.05
2016-08-22,76.85
2016-08-23,76.65
2016-08-24,77.05
2016-08-25,77.45
2016-08-26,79.15
2016-08-29,78.95
2016-08-30,79.45
2016-08-31,79.35
2016-09-01,79.25
2016-09-02,77.85
2016-09-06,76.55
2016-09-07,76.55
2016-09-08,75.25
2016-09-09,74.75
2016-09-12,74.25
2016-09-13,74.15
2016-09-14,73.55
2016-09-15,73.45
2016-09-16,73.4
2016-09-19,73.05
2016-09-20,72.95
2016-09-21,72.75
2016-09-22,73.25
2016-09-23,73.85
2016-09-26,71.85
2016-09-27,70.85
2016-09-28,70.5
2016-09-29,70.5
2016-09-30,70.85
2016-10-03,71.05
2016-10-04,70.75
2016-10-05,71.75
2016-10-06,69.85
2016-10-07,70.25
2016-10-10,71.05
2016-10-11,73.5
2016-10-12,72.85
2016-10-13,72.55
2016-10-14,71.65
2016-10-17,72.15
2016-10-18,72.65
2016-10-19,72.65
2016-10-20,73.05
2016-10-21,72.55
2016-10-24,73.15
2016-10-25,74.05
2016-10-26,74.25
2016-10-27,74.85
2016-10-28,74.55
2016-10-31,74.6
2016-11-01,74.67
2016-11-02,74.95
2016-11-03,74.78
2016-11-04,74.35
2016-11-07,74.05
2016-11-08,75.15
2016-11-09,75.75
2016-11-10,75.45
2016-11-11,74.65
2016-11-14,74.55
2016-11-15,73.85
2016-11-16,73.35
2016-11-17,73.05
2016-11-18,74.1
2016-11-21,76.5
2016-11-22,76.05
2016-11-23,76.05
2016-11-25,74.95
2016-11-28,73.85
2016-11-29,73.85
2016-11-30,73.05
2016-12-01,72.45
2016-12-02,69.85
2016-12-05,69.8
2016-12-06,69.85
2016-12-07,69.85
2016-12-08,70.85
2016-12-09,71.15
2016-12-12,71.15
2016-12-13,70.65
2016-12-14,70.85
2016-12-15,70.75
2016-12-16,70.35
2016-12-19,70.15
2016-12-20,70.05
2016-12-21,69.65
2016-12-22,69.5
2016-12-23,69.55
2016-12-27,69.55
2016-12-28,69.58
2016-12-29,69.15
2016-12-30,68.95
2017-01-03,68.55
2017-01-04,69.55
2017-01-05,71.25
2017-01-06,71.85
2017-01-09,73.05
2017-01-10,73.15
2017-01-11,73.45
2017-01-12,74.25
2017-01-13,74.8
2017-01-17,75.05
2017-01-18,75.05
2017-01-19,75.15
2017-01-20,75.15
2017-01-23,75.45
2017-01-24,75.65
2017-01-25,76.15
2017-01-26,77.12
2017-01-27,77.55
2017-01-30,78.25
2017-01-31,78.05
2017-02-01,78.45
2017-02-02,78.35
2017-02-03,79.05
2017-02-06,79.45
2017-02-07,79.45
2017-02-08,79.9
2017-02-09,79.95
2017-02-10,80.25
2017-02-13,80.65
2017-02-14,80.35
2017-02-15,80.45
2017-02-16,80.95
2017-02-17,80.65
2017-02-21,80.95
2017-02-22,81.45
2017-02-23,81.45
2017-02-24,81.5
2017-02-27,81.5
2017-02-28,81.35
2017-03-01,81.15
2017-03-02,82.5
2017-03-03,82.15
2017-03-06,82.35
2017-03-07,82.5
2017-03-08,82.25
2017-03-09,82.75
2017-03-10,82.65
2017-03-13,83.15
2017-03-14,83.05
2017-03-15,83.07
2017-03-16,83.08
2017-03-17,83.08
2017-03-20,82.85
2017-03-21,82.78
2017-03-22,81.85
2017-03-23,81.75
2017-03-24,81.35
2017-03-27,81.28
2017-03-28,81.22
2017-03-29,81.45
2017-03-30,81.65
2017-03-31,82.05
2017-04-03,82.05
2017-04-04,82.01
2017-04-05,82.2
2017-04-06,84.05
2017-04-07,84.05
2017-04-10,84.05
2017-04-11,84.25
2017-04-12,83.85
2017-04-13,83.45
2017-04-17,82.95
2017-04-18,83.25
2017-04-19,83.15
2017-04-20,83.25
2017-04-21,83.45
2017-04-24,83.35
2017-04-25,83.52
2017-04-26,84.05
2017-04-27,84.25
2017-04-28,84.95
2017-05-01,85.35
2017-05-02,86.05
2017-05-03,86.25
2017-05-04,86.35
2017-05-05,86.35
2017-05-08,86.35
2017-05-09,86.35
2017-05-10,86.51
2017-05-11,86.6
2017-05-12,87.05
2017-05-15,88.15
2017-05-16,88.55
2017-05-17,88.75
2017-05-18,88.05
2017-05-19,87.85
2017-05-22,87.55
2017-05-23,87.75
2017-05-24,88.05
2017-05-25,88.5
2017-05-26,89.75
2017-05-30,89.95
2017-05-31,90.95
2017-06-01,90.01
2017-06-02,89.78
2017-06-05,90.05
2017-06-06,90.45
2017-06-07,90.45
2017-06-08,90.75
2017-06-09,90.75
2017-06-12,89.05
2017-06-13,87.5
2017-06-14,87.05
2017-06-15,86.85
2017-06-16,86.05
2017-06-19,85.85
2017-06-20,86.6
2017-06-21,86.45
2017-06-22,86.85
2017-06-23,87.65
2017-06-26,87.95
2017-06-27,87.85
2017-06-28,87.75
2017-06-29,87.55
2017-06-30,86.95
2017-07-03,86.85
2017-07-05,86.15
2017-07-06,86.45
2017-07-07,86.45
2017-07-10,87.15
2017-07-11,87.75
2017-07-12,87.85
2017-07-13,89.15
2017-07-14,89.05
2017-07-17,89.45
2017-07-18,89.25
2017-07-19,88.95
2017-07-20,89.01
2017-07-21,89.95
2017-07-24,90.15
2017-07-25,89.65
2017-07-26,89.9
2017-07-27,90.15
2017-07-28,90.15
2017-07-31,90.15
2017-08-01,90.35
2017-08-02,90.51
2017-08-03,89.95
2017-08-04,89.95
2017-08-07,89.98
2017-08-08,90.01
2017-08-09,89.85
2017-08-10,89.8
2017-08-11,88.55
2017-08-14,88.25
2017-08-15,88.78
2017-08-16,89.75
2017-08-17,92.15
2017-08-18,90.75
2017-08-21,90.95
2017-08-22,91.05
2017-08-23,91.95
2017-08-24,92.05
2017-08-25,92.85
2017-08-28,93.2
2017-08-29,93.5
2017-08-30,93.4
2017-08-31,94.05
2017-09-01,94.45
2017-09-05,95.05
2017-09-06,95.2
2017-09-07,95.35
2017-09-08,96.05
2017-09-11,96.05
2017-09-12,97.05
2017-09-13,96.85
2017-09-14,95.9
2017-09-15,95.65
2017-09-18,95.05
2017-09-19,94.95
2017-09-20,94.88
2017-09-21,94.78
2017-09-22,94.75
2017-09-25,94.55
2017-09-26,93.25
2017-09-27,92.95
2017-09-28,92.75
2017-09-29,92.25
2017-10-02,92.65
2017-10-03,93.05
2017-10-04,93.95
2017-10-05,94.25
2017-10-06,94.95
2017-10-09,95.15
2017-10-10,95.6
2017-10-11,95.28
2017-10-12,95.55
2017-10-13,95.95
2017-10-16,96.15
2017-10-17,96.25
2017-10-18,96.45
2017-10-19,96.15
2017-10-20,96.4
2017-10-23,97.65
2017-10-24,97.75
2017-10-25,97.95
2017-10-26,98.55
2017-10-27,99.05
2017-10-30,99.75
2017-10-31,99.95
2017-11-01,101.05
2017-11-02,101.35
2017-11-03,102.25
2017-11-06,102.05
2017-11-07,102.01
2017-11-08,102.25
2017-11-09,103.65
2017-11-10,103.25
2017-11-13,104.05
2017-11-14,104.55
2017-11-15,105.25
2017-11-16,104.85
2017-11-17,105.75
2017-11-20,106.45
2017-11-21,106.55
2017-11-22,107.15
2017-11-24,106.8
2017-11-27,106.7
2017-11-28,106.3
2017-11-29,106.25
2017-11-30,104.85
2017-12-01,104.8
2017-12-04,103.85
2017-12-05,101.85
2017-12-06,101.55
2017-12-07,101.5
2017-12-08,102.45
2017-12-11,102.85
2017-12-12,103.35
2017-12-13,103.45
2017-12-14,103.28
2017-12-15,103.65
2017-12-18,104.25
2017-12-19,104.25
2017-12-20,104.1
2017-12-21,103.75
2017-12-22,103.55
2017-12-26,102.85
2017-12-27,102.45
2017-12-28,102.25
2017-12-29,102.15
2018-01-02,101.9
2018-01-03,102.95
2018-01-04,103.85
2018-01-05,105.5
2018-01-08,106.85
2018-01-09,107.25
2018-01-10,107.85
2018-01-11,108.05
2018-01-12,108.55
2018-01-16,109.05
2018-01-17,108.5
2018-01-18,109.02
2018-01-19,110.05
2018-01-22,111.15
2018-01-23,111.65
2018-01-24,112.15
2018-01-25,112.25
2018-01-26,112.05
2018-01-29,112.85
2018-01-30,112.65
2018-01-31,112.05
2018-02-01,113.15
2018-02-02,112.45
2018-02-05,111.55
2018-02-06,109.85
2018-02-07,109.55
2018-02-08,109.0
2018-02-09,106.55
2018-02-12,106.85
2018-02-13,106.85
2018-02-14,106.5
2018-02-15,107.5
2018-02-16,110.25
2018-02-20,111.05
2018-02-21,114.25
2018-02-22,114.25
2018-02-23,112.85
2018-02-26,114.05
2018-02-27,115.15
2018-02-28,115.6
2018-03-01,115.5
2018-03-02,117.05
2018-03-05,120.05
2018-03-06,120.15
2018-03-07,121.55
2018-03-08,123.5
2018-03-09,124.5
2018-03-12,127.0
2018-03-13,126.05
2018-03-14,126.15
2018-03-15,127.05
2018-03-16,126.58
2018-03-19,126.15
2018-03-20,125.65
2018-03-21,125.05
2018-03-22,123.85
2018-03-23,119.5
2018-03-26,118.05
2018-03-27,117.5
2018-03-28,115.5
2018-03-29,114.05
2018-04-02,116.05
2018-04-03,114.55
2018-04-04,115.05
2018-04-05,117.2
2018-04-06,117.85
2018-04-09,117.25
2018-04-10,117.75
2018-04-11,117.85
2018-04-12,118.05
2018-04-13,120.05
2018-04-16,120.35
2018-04-17,119.25
2018-04-18,121.05
2018-04-19,122.5
2018-04-20,123.25
2018-04-23,124.25
2018-04-24,122.15
2018-04-25,119.85
2018-04-26,118.5
2018-04-27,119.85
2018-04-30,119.85
2018-05-01,120.05
2018-05-02,122.05
2018-05-03,122.05
2018-05-04,122.85
2018-05-07,123.55
2018-05-08,125.05
2018-05-09,127.15
2018-05-10,128.15
2018-05-11,128.85
2018-05-14,130.15
2018-05-15,128.65
2018-05-16,128.35
2018-05-17,128.15
2018-05-18,126.85
2018-05-21,126.75
2018-05-22,126.1
2018-05-23,125.5
2018-05-24,126.85
2018-05-25,127.5
2018-05-29,127.5
2018-05-30,127.25
2018-05-31,127.95
2018-06-01,128.15
2018-06-04,130.2
2018-06-05,130.25
2018-06-06,132.5
2018-06-07,133.5
2018-06-08,133.75
2018-06-11,133.95
2018-06-12,133.1
2018-06-13,134.55
2018-06-14,135.05
2018-06-15,138.12
2018-06-18,137.05
2018-06-19,138.15
2018-06-20,138.45
2018-06-21,138.65
2018-06-22,138.05
2018-06-25,136.5
2018-06-26,134.85
2018-06-27,134.85
2018-06-28,133.85
2018-06-29,134.05
2018-07-02,135.05
2018-07-03,140.12
2018-07-05,138.5
2018-07-06,138.5
2018-07-09,141.05
2018-07-10,141.25
2018-07-11,142.15
2018-07-12,143.05
2018-07-13,147.5
2018-07-16,147.12
2018-07-17,146.85
2018-07-18,146.85
2018-07-19,146.65
2018-07-20,146.65
2018-07-23,146.25
2018-07-24,146.65
2018-07-25,145.95
2018-07-26,147.15
2018-07-27,147.05
2018-07-30,144.85
2018-07-31,140.5
2018-08-01,139.5
2018-08-02,138.5
2018-08-03,138.55
2018-08-06,140.05
2018-08-07,142.5
2018-08-08,143.25
2018-08-09,144.05
2018-08-10,145.2
2018-08-13,144.85
2018-08-14,144.35
2018-08-15,145.05
2018-08-16,144.55
2018-08-17,144.8
2018-08-20,144.85
2018-08-21,144.78
2018-08-22,144.75
2018-08-23,145.2
2018-08-24,146.25
2018-08-27,150.1
2018-08-28,150.12
2018-08-29,151.25
2018-08-30,154.25
2018-08-31,151.85
2018-09-04,152.5
2018-09-05,152.65
2018-09-06,149.85
2018-09-07,149.85
2018-09-10,149.55
2018-09-11,149.85
2018-09-12,152.15
2018-09-13,152.5
2018-09-14,156.5
2018-09-17,158.25
2018-09-18,155.2
2018-09-19,156.05
2018-09-20,153.85
2018-09-21,154.25
2018-09-24,154.75
2018-09-25,156.5
2018-09-26,158.5
2018-09-27,158.25
2018-09-28,158.25
2018-10-01,158.5
2018-10-02,158.95
2018-10-03,157.65
2018-10-04,157.85
2018-10-05,156.85
2018-10-08,155.5
2018-10-09,149.5
2018-10-10,149.55
2018-10-11,144.5
2018-10-12,139.5
2018-10-15,142.85
2018-10-16,141.5
2018-10-17,144.15
2018-10-18,145.8
2018-10-19,143.85
2018-10-22,142.5
2018-10-23,141.95
2018-10-24,141.35
2018-10-25,136.55
2018-10-26,139.25
2018-10-29,139.05
2018-10-30,133.5
2018-10-31,135.5
2018-11-01,135.15
2018-11-02,137.15
2018-11-05,137.85
2018-11-06,136.75
2018-11-07,135.5
2018-11-08,139.12
2018-11-09,140.5
2018-11-12,138.05
2018-11-13,132.5
2018-11-14,133.5
2018-11-15,130.5
2018-11-16,130.85
2018-11-19,131.5
2018-11-20,126.5
2018-11-21,124.0
2018-11-23,123.5
2018-11-26,122.5
2018-11-27,123.2
2018-11-28,126.15
2018-11-29,132.5
2018-11-30,135.25
2018-12-03,139.5
2018-12-04,141.5
2018-12-06,140.25
2018-12-07,141.55
2018-12-10,138.55
2018-12-11,137.5
2018-12-12,136.85
2018-12-13,137.85
2018-12-14,139.05
2018-12-17,137.55
2018-12-18,134.5
2018-12-19,132.85
2018-12-20,131.5
2018-12-21,129.5
2018-12-24,125.5
2018-12-26,123.5
2018-12-27,126.35
2018-12-28,132.5
2018-12-31,135.0
2019-01-02,137.5
2019-01-03,136.05
2019-01-04,132.95
2019-01-07,135.05
2019-01-08,140.25
2019-01-09,141.5
2019-01-10,143.5
2019-01-11,147.5
2019-01-14,147.05
2019-01-15,146.05
2019-01-16,147.05
2019-01-17,147.45
2019-01-18,148.35
2019-01-22,152.15
2019-01-23,148.65
2019-01-24,150.15
2019-01-25,147.85
2019-01-28,147.85
2019-01-29,146.9
2019-01-30,145.5
2019-01-31,147.15
2019-02-01,150.15
2019-02-04,153.25
2019-02-05,157.5
2019-02-06,159.5
2019-02-07,159.25
2019-02-08,155.95
2019-02-11,155.9
2019-02-12,157.95
2019-02-13,162.5
2019-02-14,162.15
2019-02-15,160.5
2019-02-19,159.25
2019-02-20,159.35
2019-02-21,158.45
2019-02-22,158.65
2019-02-25,160.15
2019-02-26,160.15
2019-02-27,162.5
2019-02-28,162.55
2019-03-01,162.25
2019-03-04,163.05
2019-03-05,159.85
2019-03-06,158.95
2019-03-07,157.85
2019-03-08,156.5
2019-03-11,154.85
2019-03-12,156.05
2019-03-13,157.05
2019-03-14,157.85
2019-03-15,160.55
2019-03-18,160.05
2019-03-19,160.15
2019-03-20,162.5
2019-03-21,162.55
2019-03-22,165.15
2019-03-25,162.15
2019-03-26,161.5
2019-03-27,160.35
2019-03-28,156.5
2019-03-29,156.15
2019-04-01,156.55
2019-04-02,158.5
2019-04-03,160.55
2019-04-04,162.25
2019-04-05,159.55
2019-04-08,158.65
2019-04-09,158.65
2019-04-10,157.55
2019-04-11,158.25
2019-04-12,160.15
2019-04-15,160.12
2019-04-16,160.15
2019-04-17,158.85
2019-04-18,156.85
2019-04-22,156.5
2019-04-23,156.5
2019-04-24,159.5
2019-04-25,160.15
2019-04-26,163.55
2019-04-29,164.25
2019-04-30,166.0
2019-05-01,165.5
2019-05-02,163.75
2019-05-03,162.85
2019-05-06,162.35
2019-05-07,161.85
2019-05-08,158.5
2019-05-09,158.85
2019-05-10,157.85
2019-05-13,157.25
2019-05-14,155.5
2019-05-15,156.5
2019-05-16,155.2
2019-05-17,156.35
2019-05-20,156.0
2019-05-21,155.2
2019-05-22,155.8
2019-05-23,155.78
2019-05-24,154.2
2019-05-28,154.55
2019-05-29,154.15
2019-05-30,153.45
2019-05-31,154.2
2019-06-03,152.55
2019-06-04,148.5
2019-06-05,149.05
2019-06-06,154.5
2019-06-07,159.0
2019-06-10,162.15
2019-06-11,156.5
2019-06-12,153.85
2019-06-13,151.85
2019-06-14,149.75
2019-06-17,149.95
2019-06-18,149.95
2019-06-19,149.75
2019-06-20,151.85
2019-06-21,154.5
2019-06-24,155.12
2019-06-25,154.85
2019-06-26,150.85
2019-06-27,149.85
2019-06-28,150.15
2019-07-01,149.95
2019-07-02,151.5
2019-07-03,152.75
2019-07-05,154.05
2019-07-08,154.05
2019-07-09,153.05
2019-07-10,153.25
2019-07-11,154.65
2019-07-12,156.85
2019-07-15,158.5
2019-07-16,157.8
2019-07-17,157.55
2019-07-18,157.45
2019-07-19,157.38
2019-07-22,157.25
2019-07-23,157.05
2019-07-24,156.05
2019-07-25,157.65
2019-07-26,158.25
2019-07-29,159.25
2019-07-30,157.15
2019-07-31,156.85
2019-08-01,155.85
2019-08-02,153.5
2019-08-05,149.5
2019-08-06,145.5
2019-08-07,143.0
2019-08-08,142.5
2019-08-09,142.15
2019-08-12,142.65
2019-08-13,141.35
2019-08-14,142.5
2019-08-15,140.95
2019-08-16,140.95
2019-08-19,143.55
2019-08-20,142.15
2019-08-21,145.1
2019-08-22,147.12
2019-08-23,148.12
2019-08-26,151.05
2019-08-27,150.85
2019-08-28,152.15
2019-08-29,152.85
2019-08-30,153.5
2019-09-03,154.75
2019-09-04,152.95
2019-09-05,153.25
2019-09-06,152.85
2019-09-09,151.85
2019-09-10,150.15
2019-09-11,149.85
2019-09-12,151.85
2019-09-13,152.5
2019-09-16,152.85
2019-09-17,154.2
2019-09-18,152.45
2019-09-19,152.15
2019-09-20,152.55
2019-09-23,153.5
2019-09-24,153.85
2019-09-25,152.65
2019-09-26,152.65
2019-09-27,151.95
2019-09-30,149.5
2019-10-01,148.85
2019-10-02,148.5
2019-10-03,145.85
2019-10-04,145.85
2019-10-07,145.95
2019-10-08,147.5
2019-10-09,146.75
2019-10-10,146.65
2019-10-11,146.15
2019-10-14,147.5
2019-10-15,147.05
2019-10-16,150.15
2019-10-17,148.65
2019-10-18,147.85
2019-10-21,145.5
2019-10-22,144.85
2019-10-23,143.78
2019-10-24,143.85
2019-10-25,147.85
2019-10-28,150.12
2019-10-29,151.5
2019-10-30,152.15
2019-10-31,154.5
2019-11-01,155.25
2019-11-04,157.5
2019-11-05,157.15
2019-11-06,157.1
2019-11-07,158.05
2019-11-08,157.95
2019-11-11,160.05
2019-11-12,160.15
2019-11-13,162.15
2019-11-14,161.25
2019-11-15,161.95
2019-11-18,162.15
2019-11-19,161.95
2019-11-20,162.65
2019-11-21,163.01
2019-11-22,162.45
2019-11-25,162.48
2019-11-26,161.85
2019-11-27,161.75
2019-11-29,161.05
2019-12-02,161.65
2019-12-03,160.95
2019-12-04,160.85
2019-12-05,158.85
2019-12-06,158.25
2019-12-09,157.5
2019-12-10,156.85
2019-12-11,156.65
2019-12-12,155.95
2019-12-13,157.05
2019-12-16,160.5
2019-12-17,161.5
2019-12-18,162.15
2019-12-19,161.5
2019-12-20,161.95
2019-12-23,163.05
2019-12-24,163.05
2019-12-26,163.15
2019-12-27,163.15
2019-12-30,163.75
2019-12-31,162.5
2020-01-02,162.55
2020-01-03,164.9
2020-01-06,164.95
2020-01-07,170.15
2020-01-08,171.5
2020-01-09,177.0
2020-01-10,176.5
2020-01-13,180.15
2020-01-14,183.5
2020-01-15,181.5
2020-01-16,181.05
