Date,gemini_predicted_price
2015-07-27,100.55
2015-07-28,100.05
2015-07-29,99.05
2015-07-30,100.05
2015-07-31,100.75
2015-08-03,101.05
2015-08-04,100.45
2015-08-05,99.95
2015-08-06,99.15
2015-08-07,100.15
2015-08-10,99.25
2015-08-11,99.05
2015-08-12,98.75
2015-08-13,98.65
2015-08-14,98.42
2015-08-17,98.52
2015-08-18,98.55
2015-08-19,98.3
2015-08-20,97.95
2015-08-21,97.25
2015-08-24,95.87
2015-08-25,93.75
2015-08-26,89.95
2015-08-27,91.95
2015-08-28,91.5
2015-08-31,91.05
2015-09-01,92.75
2015-09-02,91.55
2015-09-03,92.75
2015-09-04,92.25
2015-09-08,91.45
2015-09-09,91.85
2015-09-10,91.75
2015-09-11,92.35
2015-09-14,92.75
2015-09-15,92.15
2015-09-16,92.75
2015-09-17,93.15
2015-09-18,93.35
2015-09-21,92.45
2015-09-22,92.65
2015-09-23,91.95
2015-09-24,91.45
2015-09-25,91.1
2015-09-28,91.55
2015-09-29,90.75
2015-09-30,90.55
2015-10-01,91.25
2015-10-02,90.85
2015-10-05,91.15
2015-10-06,93.15
2015-10-07,93.15
2015-10-08,93.85
2015-10-09,95.25
2015-10-12,96.5
2015-10-13,95.5
2015-10-14,95.55
2015-10-15,95.75
2015-10-16,95.05
2015-10-19,94.75
2015-10-20,93.85
2015-10-21,90.5
2015-10-22,89.5
2015-10-23,89.5
2015-10-26,89.5
2015-10-27,88.5
2015-10-28,86.5
2015-10-29,89.05
2015-10-30,88.85
2015-11-02,88.15
2015-11-03,87.85
2015-11-04,88.65
2015-11-05,89.15
2015-11-06,88.75
2015-11-09,88.65
2015-11-10,87.85
2015-11-11,87.05
2015-11-12,86.75
2015-11-13,85.85
2015-11-16,84.85
2015-11-17,84.95
2015-11-18,84.95
2015-11-19,86.05
2015-11-20,86.45
2015-11-23,87.15
2015-11-24,87.75
2015-11-25,88.05
2015-11-27,88.15
2015-11-30,88.45
2015-12-01,88.55
2015-12-02,89.25
2015-12-03,89.2
2015-12-04,89.01
2015-12-07,89.65
2015-12-08,89.6
2015-12-09,88.6
2015-12-10,87.95
2015-12-11,87.65
2015-12-14,86.85
2015-12-15,86.65
2015-12-16,86.75
2015-12-17,88.05
2015-12-18,87.65
2015-12-21,86.8
2015-12-22,87.35
2015-12-23,88.05
2015-12-24,87.92
2015-12-28,87.15
2015-12-29,87.9
2015-12-30,88.75
2015-12-31,88.92
2016-01-04,88.15
2016-01-05,87.55
2016-01-06,87.05
2016-01-07,86.75
2016-01-08,85.85
2016-01-11,84.85
2016-01-12,84.95
2016-01-13,84.55
2016-01-14,83.95
2016-01-15,84.15
2016-01-19,83.55
2016-01-20,82.85
2016-01-21,79.5
2016-01-22,79.85
2016-01-25,78.55
2016-01-26,78.25
2016-01-27,77.85
2016-01-28,77.25
2016-01-29,77.85
2016-02-01,78.92
2016-02-02,79.05
2016-02-03,78.85
2016-02-04,79.3
2016-02-05,80.15
2016-02-08,81.25
2016-02-09,81.45
2016-02-10,81.15
2016-02-11,79.85
2016-02-12,78.95
2016-02-16,78.15
2016-02-17,77.85
2016-02-18,79.85
2016-02-19,82.15
2016-02-22,84.25
2016-02-23,84.5
2016-02-24,86.5
2016-02-25,85.8
2016-02-26,86.15
2016-02-29,85.8
2016-03-01,85.05
2016-03-02,85.8
2016-03-03,87.05
2016-03-04,87.85
2016-03-07,88.05
2016-03-08,89.05
2016-03-09,89.55
2016-03-10,90.05
2016-03-11,90.7
2016-03-14,91.05
2016-03-15,91.25
2016-03-16,91.95
2016-03-17,92.25
2016-03-18,93.25
2016-03-21,94.02
2016-03-22,94.85
2016-03-23,95.05
2016-03-24,95.05
2016-03-28,95.25
2016-03-29,95.35
2016-03-30,96.05
2016-03-31,95.35
2016-04-01,97.05
2016-04-04,97.25
2016-04-05,97.85
2016-04-06,97.45
2016-04-07,97.75
2016-04-08,96.85
2016-04-11,96.25
2016-04-12,95.98
2016-04-13,96.05
2016-04-14,96.78
2016-04-15,97.01
2016-04-18,97.45
2016-04-19,97.95
2016-04-20,96.15
2016-04-21,95.5
2016-04-22,96.05
2016-04-25,95.15
2016-04-26,95.25
2016-04-27,95.75
2016-04-28,96.35
2016-04-29,96.05
2016-05-02,94.85
2016-05-03,94.75
2016-05-04,93.5
2016-05-05,93.2
2016-05-06,93.55
2016-05-09,94.85
2016-05-10,95.15
2016-05-11,96.15
2016-05-12,96.5
2016-05-13,97.05
2016-05-16,97.05
2016-05-17,97.05
2016-05-18,96.92
2016-05-19,96.18
2016-05-20,95.35
2016-05-23,95.55
2016-05-24,95.68
2016-05-25,95.65
2016-05-26,97.25
2016-05-27,98.05
2016-05-31,99.8
2016-06-01,99.2
2016-06-02,100.23
2016-06-03,99.75
2016-06-06,99.75
2016-06-07,99.55
2016-06-08,99.55
2016-06-09,99.78
2016-06-10,99.75
2016-06-13,99.45
2016-06-14,98.95
2016-06-15,98.65
2016-06-16,98.35
2016-06-17,98.25
2016-06-20,98.15
2016-06-21,99.12
2016-06-22,100.01
2016-06-23,99.95
2016-06-24,100.15
2016-06-27,97.85
2016-06-28,96.05
2016-06-29,96.02
2016-06-30,95.85
2016-07-01,96.25
2016-07-05,96.85
2016-07-06,98.05
2016-07-07,98.75
2016-07-08,99.25
2016-07-11,100.05
2016-07-12,100.15
2016-07-13,101.02
2016-07-14,101.85
2016-07-15,102.8
2016-07-18,103.25
2016-07-19,103.85
2016-07-20,104.25
2016-07-21,104.45
2016-07-22,104.65
2016-07-25,105.05
2016-07-26,105.15
2016-07-27,105.35
2016-07-28,105.85
2016-07-29,105.35
2016-08-01,105.15
2016-08-02,104.85
2016-08-03,104.68
2016-08-04,104.55
2016-08-05,104.68
2016-08-08,105.5
2016-08-09,105.78
2016-08-10,106.02
2016-08-11,106.1
2016-08-12,107.05
2016-08-15,106.85
2016-08-16,106.28
2016-08-17,105.85
2016-08-18,105.65
2016-08-19,105.68
2016-08-22,105.25
2016-08-23,105.05
2016-08-24,105.05
2016-08-25,104.75
2016-08-26,104.45
2016-08-29,104.15
2016-08-30,104.2
2016-08-31,104.35
2016-09-01,104.15
2016-09-02,104.45
2016-09-06,104.6
2016-09-07,104.85
2016-09-08,105.35
2016-09-09,104.85
2016-09-12,103.55
2016-09-13,103.9
2016-09-14,103.05
2016-09-15,101.6
2016-09-16,101.85
2016-09-19,101.55
2016-09-20,101.65
2016-09-21,101.78
2016-09-22,101.65
2016-09-23,102.05
2016-09-26,101.85
2016-09-27,101.75
2016-09-28,102.35
2016-09-29,103.05
2016-09-30,103.45
2016-10-03,104.5
2016-10-04,104.05
2016-10-05,103.95
2016-10-06,103.45
2016-10-07,103.25
2016-10-10,102.95
2016-10-11,102.75
2016-10-12,102.25
2016-10-13,101.95
2016-10-14,101.45
2016-10-17,101.35
2016-10-18,101.25
2016-10-19,100.15
2016-10-20,99.85
2016-10-21,99.65
2016-10-24,98.85
2016-10-25,98.75
2016-10-26,98.65
2016-10-27,99.35
2016-10-28,100.85
2016-10-31,100.05
2016-11-01,100.9
2016-11-02,100.65
2016-11-03,100.45
2016-11-04,100.15
2016-11-07,99.98
2016-11-08,101.05
2016-11-09,101.75
2016-11-10,102.05
2016-11-11,104.05
2016-11-14,105.12
2016-11-15,104.95
2016-11-16,105.5
2016-11-17,106.05
2016-11-18,106.0
2016-11-21,105.85
2016-11-22,106.75
2016-11-23,107.1
2016-11-25,107.2
2016-11-28,107.65
2016-11-29,108.25
2016-11-30,108.25
2016-12-01,107.75
2016-12-02,106.85
2016-12-05,106.85
2016-12-06,106.05
2016-12-07,105.95
2016-12-08,107.85
2016-12-09,108.15
2016-12-12,109.15
2016-12-13,109.25
2016-12-14,110.55
2016-12-15,111.05
2016-12-16,111.05
2016-12-19,111.05
2016-12-20,111.05
2016-12-21,111.05
2016-12-22,110.85
2016-12-23,110.55
2016-12-27,110.45
2016-12-28,110.65
2016-12-29,110.25
2016-12-30,110.22
2017-01-03,110.08
2017-01-04,110.3
2017-01-05,111.25
2017-01-06,111.25
2017-01-09,111.95
2017-01-10,111.85
2017-01-11,110.95
2017-01-12,111.35
2017-01-13,110.85
2017-01-17,110.45
2017-01-18,110.75
2017-01-19,110.65
2017-01-20,110.85
2017-01-23,111.78
2017-01-24,112.35
2017-01-25,114.12
2017-01-26,118.25
2017-01-27,116.85
2017-01-30,117.25
2017-01-31,117.65
2017-02-01,117.55
2017-02-02,116.25
2017-02-03,115.85
2017-02-06,115.85
2017-02-07,116.05
2017-02-08,117.05
2017-02-09,117.25
2017-02-10,117.65
2017-02-13,118.45
2017-02-14,119.05
2017-02-15,120.45
2017-02-16,120.05
2017-02-17,120.75
2017-02-21,121.05
2017-02-22,120.75
2017-02-23,120.95
2017-02-24,120.95
2017-02-27,120.75
2017-02-28,120.35
2017-03-01,120.65
2017-03-02,120.85
2017-03-03,120.65
2017-03-06,120.15
2017-03-07,120.45
2017-03-08,120.85
2017-03-09,120.08
2017-03-10,119.15
2017-03-13,118.95
2017-03-14,118.55
2017-03-15,117.85
2017-03-16,117.5
2017-03-17,117.55
2017-03-20,117.35
2017-03-21,117.28
2017-03-22,116.75
2017-03-23,116.85
2017-03-24,116.58
2017-03-27,116.25
2017-03-28,116.08
2017-03-29,116.18
2017-03-30,116.15
2017-03-31,116.02
2017-04-03,115.98
2017-04-04,116.2
2017-04-05,116.25
2017-04-06,115.85
2017-04-07,115.45
2017-04-10,115.15
2017-04-11,114.75
2017-04-12,114.15
2017-04-13,113.95
2017-04-17,113.55
2017-04-18,113.65
2017-04-19,113.45
2017-04-20,110.95
2017-04-21,109.85
2017-04-24,108.5
2017-04-25,107.85
2017-04-26,107.85
2017-04-27,106.85
2017-04-28,106.85
2017-05-01,106.85
2017-05-02,106.45
2017-05-03,106.35
2017-05-04,106.1
2017-05-05,106.05
2017-05-08,104.85
2017-05-09,104.4
2017-05-10,103.55
2017-05-11,102.55
2017-05-12,101.95
2017-05-15,101.5
2017-05-16,101.65
2017-05-17,102.85
2017-05-18,101.85
2017-05-19,101.65
2017-05-22,102.95
2017-05-23,102.95
2017-05-24,102.65
2017-05-25,102.28
2017-05-26,103.05
2017-05-30,103.05
2017-05-31,102.55
2017-06-01,102.65
2017-06-02,102.75
2017-06-05,102.48
2017-06-06,102.48
2017-06-07,102.59
2017-06-08,102.15
2017-06-09,102.25
2017-06-12,103.05
2017-06-13,104.02
2017-06-14,103.95
2017-06-15,103.7
2017-06-16,104.15
2017-06-19,104.25
2017-06-20,104.3
2017-06-21,104.15
2017-06-22,103.95
2017-06-23,104.2
2017-06-26,103.9
2017-06-27,104.08
2017-06-28,104.08
2017-06-29,104.42
2017-06-30,104.28
2017-07-03,103.85
2017-07-05,104.45
2017-07-06,103.95
2017-07-07,103.45
2017-07-10,103.25
2017-07-11,103.35
2017-07-12,103.15
2017-07-13,103.05
2017-07-14,103.28
2017-07-17,103.65
2017-07-18,103.4
2017-07-19,103.55
2017-07-20,101.85
2017-07-21,100.5
2017-07-24,100.15
2017-07-25,98.85
2017-07-26,98.55
2017-07-27,98.35
2017-07-28,98.05
2017-07-31,97.65
2017-08-01,97.45
2017-08-02,97.62
2017-08-03,97.4
2017-08-04,97.48
2017-08-07,97.6
2017-08-08,97.15
2017-08-09,96.95
2017-08-10,96.75
2017-08-11,96.65
2017-08-14,96.48
2017-08-15,96.65
2017-08-16,96.67
2017-08-17,96.78
2017-08-18,96.35
2017-08-21,95.78
2017-08-22,95.8
2017-08-23,95.78
2017-08-24,96.25
2017-08-25,96.65
2017-08-28,97.2
2017-08-29,97.15
2017-08-30,97.45
2017-08-31,97.5
2017-09-01,97.45
2017-09-05,97.65
2017-09-06,97.35
2017-09-07,97.65
2017-09-08,97.48
2017-09-11,97.38
2017-09-12,98.05
2017-09-13,98.55
2017-09-14,99.05
2017-09-15,99.05
2017-09-18,99.15
2017-09-19,99.2
2017-09-20,98.62
2017-09-21,98.83
2017-09-22,98.75
2017-09-25,98.7
2017-09-26,99.01
2017-09-27,99.85
2017-09-28,99.35
2017-09-29,99.08
2017-10-02,99.05
2017-10-03,99.6
2017-10-04,99.7
2017-10-05,99.45
2017-10-06,99.75
2017-10-09,99.8
2017-10-10,99.95
2017-10-11,100.75
2017-10-12,100.75
2017-10-13,100.45
2017-10-16,100.5
2017-10-17,100.45
2017-10-18,99.95
2017-10-19,109.25
2017-10-20,106.5
2017-10-23,112.5
2017-10-24,108.05
2017-10-25,109.15
2017-10-26,108.5
2017-10-27,105.5
2017-10-30,105.05
2017-10-31,104.78
2017-11-01,104.88
2017-11-02,104.65
2017-11-03,104.65
2017-11-06,103.85
2017-11-07,103.75
2017-11-08,103.25
2017-11-09,102.95
2017-11-10,102.95
2017-11-13,102.75
2017-11-14,102.55
2017-11-15,102.55
2017-11-16,101.85
2017-11-17,101.95
2017-11-20,101.95
2017-11-21,102.75
2017-11-22,103.75
2017-11-24,103.75
2017-11-27,104.05
2017-11-28,104.45
2017-11-29,104.62
2017-11-30,105.05
2017-12-01,105.45
2017-12-04,105.92
2017-12-05,107.0
2017-12-06,107.05
2017-12-07,106.75
2017-12-08,106.45
2017-12-11,106.75
2017-12-12,106.6
2017-12-13,107.01
2017-12-14,106.35
2017-12-15,106.4
2017-12-18,105.95
2017-12-19,105.5
2017-12-20,105.25
2017-12-21,105.15
2017-12-22,104.75
2017-12-26,104.78
2017-12-27,104.92
2017-12-28,104.95
2017-12-29,105.6
2018-01-02,105.65
2018-01-03,105.92
2018-01-04,107.15
2018-01-05,108.8
2018-01-08,110.55
2018-01-09,111.05
2018-01-10,112.25
2018-01-11,112.45
2018-01-12,112.85
2018-01-16,112.65
2018-01-17,112.71
2018-01-18,114.25
2018-01-19,115.05
2018-01-22,114.15
2018-01-23,113.85
2018-01-24,114.55
2018-01-25,114.15
2018-01-26,114.15
2018-01-29,113.9
2018-01-30,114.78
2018-01-31,114.15
2018-02-01,113.25
2018-02-02,112.95
2018-02-05,111.05
2018-02-06,108.5
2018-02-07,107.9
2018-02-08,106.5
2018-02-09,104.5
2018-02-12,103.85
2018-02-13,104.35
2018-02-14,104.45
2018-02-15,106.05
2018-02-16,107.05
2018-02-20,108.15
2018-02-21,107.95
2018-02-22,108.05
2018-02-23,107.75
2018-02-26,107.65
2018-02-27,109.05
2018-02-28,108.35
2018-03-01,108.55
2018-03-02,107.55
2018-03-05,108.35
2018-03-06,108.45
2018-03-07,107.65
2018-03-08,108.95
2018-03-09,108.72
2018-03-12,110.05
2018-03-13,110.25
2018-03-14,110.85
2018-03-15,110.55
2018-03-16,110.8
2018-03-19,111.15
2018-03-20,109.95
2018-03-21,109.55
2018-03-22,109.05
2018-03-23,107.85
2018-03-26,105.85
2018-03-27,105.95
2018-03-28,105.25
2018-03-29,105.0
2018-04-02,105.85
2018-04-03,105.05
2018-04-04,105.35
2018-04-05,105.92
2018-04-06,106.25
2018-04-09,105.15
2018-04-10,105.58
2018-04-11,107.05
2018-04-12,107.12
2018-04-13,110.05
2018-04-16,109.05
2018-04-17,109.15
2018-04-18,110.25
2018-04-19,107.05
2018-04-20,105.55
2018-04-23,103.55
2018-04-24,102.55
2018-04-25,101.0
2018-04-26,99.8
2018-04-27,101.35
2018-04-30,101.45
2018-05-01,101.35
2018-05-02,100.95
2018-05-03,99.85
2018-05-04,99.85
2018-05-07,99.45
2018-05-08,99.2
2018-05-09,99.05
2018-05-10,99.25
2018-05-11,100.75
2018-05-14,100.78
2018-05-15,101.05
2018-05-16,101.15
2018-05-17,101.65
2018-05-18,101.35
2018-05-21,101.15
2018-05-22,101.95
2018-05-23,101.7
2018-05-24,101.63
2018-05-25,101.45
2018-05-29,101.35
2018-05-30,100.35
2018-05-31,99.95
2018-06-01,99.75
2018-06-04,99.55
2018-06-05,99.58
2018-06-06,100.27
2018-06-07,101.05
2018-06-08,101.45
2018-06-11,102.05
2018-06-12,102.35
2018-06-13,103.35
2018-06-14,102.95
2018-06-15,102.75
2018-06-18,102.55
2018-06-19,101.85
2018-06-20,101.85
2018-06-21,101.05
2018-06-22,100.25
2018-06-25,100.25
2018-06-26,98.95
2018-06-27,98.25
2018-06-28,97.75
2018-06-29,97.55
2018-07-02,97.65
2018-07-03,97.85
2018-07-05,98.05
2018-07-06,98.85
2018-07-09,99.25
2018-07-10,100.45
2018-07-11,101.05
2018-07-12,101.15
2018-07-13,102.05
2018-07-16,102.55
2018-07-17,102.35
2018-07-18,101.85
2018-07-19,101.78
2018-07-20,103.25
2018-07-23,102.55
2018-07-24,102.3
2018-07-25,103.05
2018-07-26,103.52
2018-07-27,103.05
2018-07-30,102.35
2018-07-31,102.35
2018-08-01,102.05
2018-08-02,101.45
2018-08-03,100.95
2018-08-06,102.75
2018-08-07,102.75
2018-08-08,102.85
2018-08-09,102.85
2018-08-10,103.25
2018-08-13,103.05
2018-08-14,102.05
2018-08-15,101.85
2018-08-16,101.95
2018-08-17,102.45
2018-08-20,103.1
2018-08-21,103.55
2018-08-22,103.75
2018-08-23,103.75
2018-08-24,103.35
2018-08-27,103.5
2018-08-28,103.65
2018-08-29,103.78
2018-08-30,104.15
2018-08-31,104.05
2018-09-04,104.1
2018-09-05,103.8
2018-09-06,103.84
2018-09-07,103.75
2018-09-10,103.48
2018-09-11,103.48
2018-09-12,103.68
2018-09-13,103.85
2018-09-14,104.85
2018-09-17,105.05
2018-09-18,105.15
2018-09-19,105.45
2018-09-20,105.5
2018-09-21,106.25
2018-09-24,107.05
2018-09-25,107.05
2018-09-26,106.75
2018-09-27,107.05
2018-09-28,107.15
2018-10-01,107.35
2018-10-02,107.85
2018-10-03,108.55
2018-10-04,108.85
2018-10-05,107.95
2018-10-08,107.65
2018-10-09,106.85
2018-10-10,105.55
2018-10-11,103.85
2018-10-12,99.55
2018-10-15,100.85
2018-10-16,100.65
2018-10-17,100.95
2018-10-18,98.5
2018-10-19,95.5
2018-10-22,93.5
2018-10-23,92.5
2018-10-24,92.5
2018-10-25,90.5
2018-10-26,90.85
2018-10-29,89.5
2018-10-30,91.5
2018-10-31,90.5
2018-11-01,90.5
2018-11-02,88.5
2018-11-05,88.5
2018-11-06,86.5
2018-11-07,89.15
2018-11-08,87.02
2018-11-09,87.85
2018-11-12,88.25
2018-11-13,88.45
2018-11-14,88.05
2018-11-15,86.85
2018-11-16,86.95
2018-11-19,86.75
2018-11-20,86.55
2018-11-21,85.75
2018-11-23,85.82
2018-11-26,84.95
2018-11-27,84.85
2018-11-28,84.95
2018-11-29,86.85
2018-11-30,86.95
2018-12-03,87.85
2018-12-04,87.5
2018-12-06,88.85
2018-12-07,87.95
2018-12-10,86.85
2018-12-11,87.65
2018-12-12,86.85
2018-12-13,86.85
2018-12-14,86.85
2018-12-17,86.45
2018-12-18,84.85
2018-12-19,84.75
2018-12-20,83.95
2018-12-21,82.5
2018-12-24,79.85
2018-12-26,79.5
2018-12-27,79.98
2018-12-28,79.35
2018-12-31,79.35
2019-01-02,81.2
2019-01-03,81.85
2019-01-04,82.05
2019-01-07,82.85
2019-01-08,83.75
2019-01-09,84.5
2019-01-10,85.5
2019-01-11,86.25
2019-01-14,86.95
2019-01-15,87.15
2019-01-16,87.62
2019-01-17,87.65
2019-01-18,87.52
2019-01-22,88.75
2019-01-23,88.12
2019-01-24,94.05
2019-01-25,93.12
2019-01-28,95.12
2019-01-29,95.05
2019-01-30,96.15
2019-01-31,96.75
2019-02-01,96.6
2019-02-04,96.6
2019-02-05,96.72
2019-02-06,97.0
2019-02-07,97.71
2019-02-08,97.15
2019-02-11,97.45
2019-02-12,97.45
2019-02-13,98.05
2019-02-14,99.05
2019-02-15,99.05
2019-02-19,99.85
2019-02-20,100.15
2019-02-21,100.5
2019-02-22,100.45
2019-02-25,101.05
2019-02-26,101.15
2019-02-27,101.45
2019-02-28,101.25
2019-03-01,101.15
2019-03-04,101.25
2019-03-05,100.88
2019-03-06,100.55
2019-03-07,99.95
2019-03-08,99.48
2019-03-11,98.85
2019-03-12,99.05
2019-03-13,99.68
2019-03-14,100.15
2019-03-15,100.75
2019-03-18,101.1
2019-03-19,101.5
2019-03-20,102.15
2019-03-21,101.95
2019-03-22,102.45
2019-03-25,102.05
2019-03-26,101.68
2019-03-27,101.75
2019-03-28,101.48
2019-03-29,101.65
2019-04-01,101.85
2019-04-02,103.05
2019-04-03,103.65
2019-04-04,104.05
2019-04-05,104.01
2019-04-08,104.3
2019-04-09,104.2
2019-04-10,103.75
2019-04-11,103.88
2019-04-12,104.15
2019-04-15,104.55
2019-04-16,104.55
2019-04-17,105.02
2019-04-18,103.85
2019-04-22,102.85
2019-04-23,102.05
2019-04-24,101.85
2019-04-25,101.8
2019-04-26,101.05
2019-04-29,101.45
2019-04-30,101.28
2019-05-01,101.85
2019-05-02,101.78
2019-05-03,101.5
2019-05-06,101.8
2019-05-07,101.98
2019-05-08,101.35
2019-05-09,100.85
2019-05-10,99.95
2019-05-13,99.95
2019-05-14,98.55
2019-05-15,98.05
2019-05-16,98.35
2019-05-17,98.85
2019-05-20,98.25
2019-05-21,98.98
2019-05-22,100.05
2019-05-23,100.05
2019-05-24,98.8
2019-05-28,97.95
2019-05-29,96.85
2019-05-30,96.55
2019-05-31,95.85
2019-06-03,94.85
2019-06-04,94.55
2019-06-05,95.98
2019-06-06,96.45
2019-06-07,97.05
2019-06-10,98.5
2019-06-11,98.25
2019-06-12,99.05
2019-06-13,99.25
2019-06-14,99.55
2019-06-17,99.85
2019-06-18,99.78
2019-06-19,100.05
2019-06-20,100.35
2019-06-21,101.25
2019-06-24,102.85
2019-06-25,102.05
2019-06-26,102.15
2019-06-27,102.35
2019-06-28,102.41
2019-07-01,101.65
2019-07-02,102.35
2019-07-03,102.75
2019-07-05,103.55
2019-07-08,103.75
2019-07-09,103.75
2019-07-10,103.65
2019-07-11,103.65
2019-07-12,104.12
2019-07-15,104.25
2019-07-16,104.85
2019-07-17,105.85
2019-07-18,105.85
2019-07-19,107.75
2019-07-22,108.45
2019-07-23,110.25
2019-07-24,110.05
2019-07-25,110.9
2019-07-26,110.75
2019-07-29,110.8
2019-07-30,110.85
2019-07-31,110.68
2019-08-01,110.05
2019-08-02,110.55
2019-08-05,109.05
2019-08-06,106.5
2019-08-07,106.05
2019-08-08,103.85
2019-08-09,103.85
2019-08-12,101.85
2019-08-13,101.5
2019-08-14,101.25
2019-08-15,99.85
2019-08-16,98.85
2019-08-19,98.65
2019-08-20,99.05
2019-08-21,98.75
2019-08-22,99.25
2019-08-23,100.12
2019-08-26,97.85
2019-08-27,97.75
2019-08-28,97.5
2019-08-29,97.95
2019-08-30,99.2
2019-09-03,99.85
2019-09-04,100.12
2019-09-05,100.75
2019-09-06,102.95
2019-09-09,103.5
2019-09-10,104.5
2019-09-11,106.5
2019-09-12,106.85
2019-09-13,107.05
2019-09-16,107.25
2019-09-17,107.25
2019-09-18,106.35
2019-09-19,106.05
2019-09-20,106.18
2019-09-23,105.75
2019-09-24,105.75
2019-09-25,105.7
2019-09-26,106.15
2019-09-27,106.45
2019-09-30,106.45
2019-10-01,107.5
2019-10-02,107.05
2019-10-03,106.85
2019-10-04,106.35
2019-10-07,106.35
2019-10-08,105.55
2019-10-09,104.5
2019-10-10,104.45
2019-10-11,104.45
2019-10-14,105.65
2019-10-15,104.68
2019-10-16,106.01
2019-10-17,106.1
2019-10-18,102.5
2019-10-21,101.85
2019-10-22,100.85
2019-10-23,100.15
2019-10-24,100.15
2019-10-25,100.05
2019-10-28,100.45
2019-10-29,100.75
2019-10-30,100.85
2019-10-31,100.65
2019-11-01,100.45
2019-11-04,100.65
2019-11-05,101.8
2019-11-06,102.05
2019-11-07,102.85
2019-11-08,103.15
2019-11-11,103.35
2019-11-12,103.25
2019-11-13,102.65
2019-11-14,102.25
2019-11-15,101.5
2019-11-18,101.05
2019-11-19,101.85
2019-11-20,101.15
2019-11-21,100.75
2019-11-22,100.85
2019-11-25,101.05
2019-11-26,101.75
2019-11-27,101.85
2019-11-29,101.05
2019-12-02,101.65
2019-12-03,100.75
2019-12-04,100.45
2019-12-05,99.85
2019-12-06,99.65
2019-12-09,99.95
2019-12-10,99.75
2019-12-11,100.48
2019-12-12,100.95
2019-12-13,101.95
2019-12-16,101.45
2019-12-17,101.12
2019-12-18,101.25
2019-12-19,101.45
2019-12-20,101.45
2019-12-23,101.65
2019-12-24,101.8
2019-12-26,101.75
2019-12-27,101.85
2019-12-30,102.01
2019-12-31,100.95
2020-01-02,100.85
2020-01-03,101.55
2020-01-06,101.35
2020-01-07,101.05
2020-01-08,101.05
2020-01-09,101.65
2020-01-10,102.25
2020-01-13,102.45
2020-01-14,102.75
2020-01-15,102.78
