,ticker,pub_date,abstract,vader_pos,vader_neu,vader_neg,vader_label,drob_neg,drob_neu,drob_pos,drob_label,deb_pos,deb_neg,deb_neu,deb_sentiment
35,AAPL,2015-02-10,"The company is aggressively adding to its renewable energy sources, a point of pride for its chief executive, Timothy D. Cook.",0.189,0.714,0.097,Positive,0.011293278,0.2215778,0.76712894,Positive,0.0011079892,0.045653194,0.9532388,Positive
36,AAPL,2015-02-11,"Tips on how to transfer photographs into iPhoto on your Mac, and advice for connecting to a virtual private network from a mobile device.",0.0,1.0,0.0,Neutral,0.028022097,0.81910634,0.15287156,Neutral,0.0016476115,0.89489394,0.10345851,Neutral
37,AAPL,2015-02-12,"App Pins aims to do for smartphone apps what Pinterest’s service has done for photos, recipes and many other types of websites. In short, the service is a type of digital corkboard that lets visitors save, or “pin,” items they like or places they want to go.",0.14,0.86,0.0,Positive,0.014414755,0.8016148,0.18397045,Neutral,0.0028450112,0.5609318,0.4362233,Neutral
38,AAPL,2015-02-13,"Tips on how to remove a file or folder from Microsoft’s cloud-storage service, and advice on how to confirm that your computer’s firewall is turned on.",0.0,1.0,0.0,Neutral,0.14599152,0.7584499,0.095558494,Neutral,0.0039761164,0.96310943,0.032914426,Neutral
39,AAPL,2015-02-13,A quarter in which Apple sold an enormous number of iPhones also saw compliance with workweek rules decrease.,0.075,0.925,0.0,Positive,0.95228934,0.021902345,0.025808323,Negative,0.963176,0.030890085,0.0059339153,Negative
40,AAPL,2015-02-17,How to use two-step verification to guard against unauthorized access to your email.,0.0,1.0,0.0,Neutral,0.04059037,0.84306204,0.11634757,Neutral,0.0026889,0.9868346,0.010476556,Neutral
41,AAPL,2015-02-18,"The move comes just a few months after the release of Apple Pay, Apple’s mobile payments product.",0.0,0.915,0.085,Negative,0.11295614,0.55085015,0.33619374,Neutral,0.005670031,0.9659307,0.028399298,Neutral
42,AAPL,2015-02-19,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
43,AAPL,2015-02-20,"The company has collected about 200 people over the last few years to develop technologies for an electric car, according to two people with knowledge of the company’s plans.",0.0,1.0,0.0,Neutral,0.018992774,0.7859732,0.19503395,Neutral,0.0015181748,0.9690907,0.029391116,Neutral
44,AAPL,2015-02-23,"In the coming months, dealerships around the country will begin selling vehicles capable of running Android- and Apple-compatible dashboard systems.",0.12,0.88,0.0,Positive,0.019331673,0.76881313,0.21185514,Neutral,0.0011185998,0.96239257,0.03648886,Neutral
45,AAPL,2015-02-23,"In the coming months, auto dealerships around the country will begin selling vehicles capable of running Android- and Apple-compatible dashboard systems.",0.115,0.885,0.0,Positive,0.018881887,0.7614034,0.21971478,Neutral,0.001220168,0.96214217,0.03663769,Neutral
46,AAPL,2015-02-24,"Tips on how to archive Gmail messages to tidy up your inbox, and solutions for when your laptop battery begins to fade.",0.075,0.925,0.0,Positive,0.3272475,0.561041,0.11171145,Neutral,0.0035841444,0.7707457,0.22567011,Neutral
47,AAPL,2015-02-25,"The computer giant was ordered to pay $532.9 million to Smartflash, which is based in a building down the street from where the trial was held. Apple plans to appeal.",0.0,0.952,0.048,Negative,0.64648026,0.2508435,0.10267625,Negative,0.9707699,0.023629786,0.0056002825,Negative
48,AAPL,2015-02-26,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
49,AAPL,2015-02-27,"Learn about the differences between Amazon Fire TV and Fire TV stick (besides price), and also discover how to transfer airline boarding passes between iPhones.",0.06,0.772,0.168,Negative,0.035750818,0.8409479,0.123301245,Neutral,0.0013952876,0.9777166,0.020888155,Neutral
50,AAPL,2015-03-02,The bus drivers who transport workers to the campuses of six Silicon Valley employers voted to join the Teamsters to negotiate better working conditions and wages.,0.175,0.825,0.0,Positive,0.09044792,0.21640912,0.69314295,Positive,0.0018703133,0.0934895,0.9046402,Positive
51,AAPL,2015-03-02,"The Apple Watch is scheduled to debut in April, a bit later than the company had hoped, because of technology challenges.",0.178,0.822,0.0,Positive,0.7126052,0.22595261,0.06144218,Negative,0.9839752,0.01312652,0.0028982414,Negative
52,AAPL,2015-03-02,"The Apple Watch is scheduled to start selling in April, but will buyers want it? While consumers have shown little interest in smartwatches so far, few people wanted tablets or smartphones before the iPad and iPhone were released.",0.122,0.878,0.0,Positive,0.13186322,0.72050905,0.1476278,Neutral,0.1878809,0.7949496,0.017169535,Neutral
53,AAPL,2015-03-02,"Employment figures will come on Monday for the eurozone, and on Friday for the United States; automakers will report their February sales.",0.118,0.882,0.0,Positive,0.5009014,0.33359423,0.16550432,Negative,0.0011944651,0.9916215,0.007184042,Neutral
54,AAPL,2015-03-02,The Internal Revenue Service is not emailing you to request personal information. Not now. Not ever.,0.0,1.0,0.0,Neutral,0.20179076,0.71446633,0.083742894,Neutral,0.03284863,0.9118272,0.05532421,Neutral
55,AAPL,2015-03-03,"Apple and Google are using their technology domination to take over car dashboards. Someday, they could try to build entire vehicles.",0.0,0.943,0.057,Negative,0.014747335,0.6481319,0.3371207,Neutral,0.015758064,0.9795982,0.0046437327,Neutral
56,AAPL,2015-03-04,"With its vast share of the industry’s profits, Apple was the target at the Mobile World Congress, where Samsung and Microsoft are trying to position their products as business tools.",0.154,0.846,0.0,Positive,0.03161177,0.53828555,0.43010268,Neutral,0.1835418,0.78029764,0.036160547,Neutral
57,AAPL,2015-03-04,"Apple and Google said they were releasing patches to fix the problem, which results in part from 1990s American technology export restrictions.",0.0,0.886,0.114,Negative,0.45624295,0.31690073,0.22685632,Negative,0.118309185,0.15706351,0.7246273,Positive
58,AAPL,2015-03-05,"Unlike the Nasdaq composite index at its dot-com peak in 2000, today’s index has companies that are more mature and less concentrated in technology.",0.119,0.881,0.0,Positive,0.23740003,0.5237429,0.23885702,Neutral,0.039623566,0.85366523,0.10671126,Neutral
59,AAPL,2015-03-06,The Dow dates from a computer-free era when working out the average of 30 stock prices counted as added value. Including Apple in the index was overdue.,0.088,0.912,0.0,Positive,0.12025746,0.68903273,0.19070977,Neutral,0.010624732,0.5755265,0.41384882,Neutral
60,AAPL,2015-03-06,Third-party apps and recent operating system updates are often the cause; starting the phone in Safe Mode can help narrow down the search for a culprit.,0.196,0.804,0.0,Positive,0.637966,0.2881803,0.07385369,Negative,0.6535544,0.29665738,0.04978817,Negative
61,AAPL,2015-03-06,The step is a reminder of the soaring valuations among consumer-driven technology and social media companies.,0.0,1.0,0.0,Neutral,0.6234825,0.13687058,0.23964684,Negative,0.0029402317,0.2637508,0.733309,Positive
62,AAPL,2015-03-09,"Apple will demonstrate its new smartwatch on Monday, HSBC’s chief will testify in Britain’s Parliament, and Greece will detail its reform plans.",0.0,1.0,0.0,Neutral,0.022983199,0.7403472,0.23666959,Neutral,0.0030235436,0.793989,0.20298746,Neutral
63,AAPL,2015-03-09,"The service will cost $14.99 a month, and will include current and past programming, as well as movies.",0.116,0.884,0.0,Positive,0.02695316,0.844551,0.12849574,Neutral,0.0013590333,0.9950205,0.003620503,Neutral
64,AAPL,2015-03-09,"Apple designed its device, which will be available for preorder on April 10, to suit the tastes of various users, from fitness buffs to collectors of luxury watches.",0.072,0.928,0.0,Positive,0.015224436,0.80334985,0.18142578,Neutral,0.0021934405,0.91918254,0.078624,Neutral
65,AAPL,2015-03-09,"Apple held an event in San Francisco on Monday to talk about its latest apps and features, including a partnership with HBO and new medical research software",0.0,1.0,0.0,Neutral,0.024676234,0.6373408,0.33798292,Neutral,0.0015647268,0.54901236,0.44942293,Neutral
66,AAPL,2015-03-09,Egypt and More — Pictures of the Day,0.0,1.0,0.0,Neutral,0.0401352,0.76603013,0.1938347,Neutral,0.0017731484,0.9916788,0.0065480606,Neutral
67,AAPL,2015-03-10,"Initial impressions of the Apple Watch are that it is good-looking for a smart watch and not hard to use, but whether it is yet a necessary purchase remains unsettled.",0.142,0.764,0.094,Negative,0.21310921,0.53183025,0.25506052,Neutral,0.0031319188,0.29665256,0.7002155,Positive
68,AAPL,2015-03-10,"The Apple Watch is good looking for a smartwatch and not hard to use, according to initial impressions. But who knows if it is really a necessary purchase.",0.165,0.835,0.0,Positive,0.03750079,0.6931837,0.26931548,Neutral,0.0036574197,0.3176938,0.67864877,Positive
69,AAPL,2015-03-10,"A wristwatch, but not as we know it.",0.0,1.0,0.0,Neutral,0.03503728,0.8542284,0.110734314,Neutral,0.006144601,0.9878485,0.0060068457,Neutral
70,AAPL,2015-03-11,"Technology from Apple, Google, BlackBerry and Motorola is increasingly allowing users to send texts and make phone calls from almost any device.",0.0,1.0,0.0,Neutral,0.012862971,0.64908904,0.33804795,Neutral,0.0015013969,0.79456705,0.20393153,Neutral
71,AAPL,2015-03-12,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
72,AAPL,2015-03-13,This has nothing to do with Apple — we can still be friends. My animus is for the smartwatch and what it will do to us. Things are too complicated as it is.,0.091,0.909,0.0,Positive,0.22700858,0.67285305,0.10013836,Neutral,0.28184167,0.70981765,0.00834068,Neutral
73,AAPL,2015-03-16,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
74,AAPL,2015-03-17,"Some of the nation’s banks are privately complaining that Apple Pay may not be so great after all, but the banks may largely have themselves to blame.",0.098,0.723,0.179,Negative,0.798241,0.1427138,0.059045166,Negative,0.7055853,0.2870775,0.007337241,Negative
75,AAPL,2015-03-17,Genius alone didn’t bring Apple back. It took management chops.,0.0,0.818,0.182,Negative,0.49664962,0.31123573,0.19211459,Negative,0.004206029,0.959934,0.035859965,Neutral
76,AAPL,2015-03-17,"The service, which could be announced later this year, would offer a bundle of channels that is smaller and cheaper than a typical cable subscription, according to people briefed on the plans.",0.0,1.0,0.0,Neutral,0.02671305,0.7441396,0.22914734,Neutral,0.020914992,0.9116154,0.06746961,Neutral
77,AAPL,2015-03-18,"Here are some prominent services offering live TV, à la carte networks and other on-demand streaming options in the United States.",0.221,0.779,0.0,Positive,0.021800451,0.8804265,0.09777303,Neutral,0.0011384434,0.98843914,0.01042245,Neutral
78,AAPL,2015-03-18,European officials proposed new disclosure rules meant to make it more difficult for countries to work out special tax-avoidance deals with multinationals.,0.106,0.785,0.11,Neutral,0.7407177,0.16803221,0.09125014,Negative,0.47252294,0.41276604,0.114711024,Negative
79,AAPL,2015-03-18,"With the rollout of the Apple Watch, comments have flowed in from around the world.",0.0,1.0,0.0,Neutral,0.04264975,0.45959705,0.4977532,Positive,0.0016339241,0.990445,0.0079209525,Neutral
80,AAPL,2015-03-19,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
81,AAPL,2015-03-20,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
82,AAPL,2015-03-23,"Once, you wore a barrel to signify poverty; now you launch a Kickstarter campaign.",0.0,0.769,0.231,Negative,0.040040597,0.7901162,0.16984323,Neutral,0.032709375,0.96219903,0.0050915545,Neutral
83,AAPL,2015-03-23,"Apple brass, including its chief, Timothy D. Cook, are throwing their weight behind the unauthorized biography of Mr. Jobs, which goes on sale Tuesday.",0.0,1.0,0.0,Neutral,0.2568037,0.57103217,0.17216405,Neutral,0.047651865,0.7760512,0.17629689,Neutral
84,AAPL,2015-03-24,"Brent Schlender and Rick Tetzeli, who wrote “Becoming Steve Jobs,” discuss the evolution of Steve Jobs and how they won Apple’s cooperation for the unauthorized biography of its former chief executive.",0.11,0.89,0.0,Positive,0.02797655,0.7509102,0.22111322,Neutral,0.004363032,0.6738988,0.3217382,Neutral
85,AAPL,2015-03-25,"The new system will not have a lower price than its competitors, and won’t offer a free version supported by ads.",0.319,0.681,0.0,Positive,0.31590277,0.5717586,0.11233859,Neutral,0.12954193,0.81343365,0.057024408,Neutral
86,AAPL,2015-03-25,"“Becoming Steve Jobs,” a new biography by Brent Schlender and Rick Tetzeli, focuses on the period between Mr. Jobs’s first and second stints as Apple’s leader.",0.0,1.0,0.0,Neutral,0.02691038,0.8064298,0.16665977,Neutral,0.0047860406,0.9211498,0.074064195,Neutral
87,AAPL,2015-03-26,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
88,AAPL,2015-03-27,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
89,AAPL,2015-03-30,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
90,AAPL,2015-03-31,A portrait of a volatile boy wonder and his path to technological vanguard.,0.0,1.0,0.0,Neutral,0.0277241,0.8122451,0.16003081,Neutral,0.0035312618,0.98798966,0.008479156,Neutral
91,AAPL,2015-03-31,"In an industry where artists seldom have direct control over how their work is consumed, musicians will be the majority owners of the company, Tidal.",0.0,1.0,0.0,Neutral,0.027624989,0.87502825,0.09734671,Neutral,0.046291094,0.9453739,0.008335006,Neutral
92,AAPL,2015-03-31,"In an industry that avoids controversy, the heads of several prominent companies, including Apple and Salesforce.com, have chosen to pick a battle.",0.093,0.732,0.175,Negative,0.49080297,0.37714055,0.13205642,Negative,0.062337305,0.91973513,0.017927574,Neutral
93,AAPL,2015-03-31,"The app will offer brief news articles written specially for users of the watch, which will be available at the end of April.",0.0,1.0,0.0,Neutral,0.016587457,0.897528,0.08588457,Neutral,0.00262312,0.93407094,0.063306,Neutral
94,AAPL,2015-04-01,"In an industry that avoids controversy, the heads of several prominent companies, including Apple and Salesforce.com, have chosen to pick a battle.",0.093,0.732,0.175,Negative,0.49080297,0.37714055,0.13205642,Negative,0.062337305,0.91973513,0.017927574,Neutral
95,AAPL,2015-04-01,Political polarization is making economic stagnation worse.,0.0,0.659,0.341,Negative,0.89750034,0.05398717,0.048512507,Negative,0.9844099,0.013759102,0.0018308894,Negative
96,AAPL,2015-04-02,New developments offer the latest sign that American tech giants face intensifying scrutiny in Europe that could curb their profits in the region and affect how they operate around the world.,0.088,0.912,0.0,Positive,0.87029165,0.077157594,0.05255079,Negative,0.95679957,0.03857413,0.004626343,Negative
97,AAPL,2015-04-06,The inexpensive device links a standard audio cable from the music player to a computer’s USB jack.,0.0,1.0,0.0,Neutral,0.021084547,0.82752705,0.15138842,Neutral,0.0024007228,0.9675282,0.03007098,Neutral
98,AAPL,2015-04-06,New developments offer the latest and perhaps clearest sign yet that American tech giants face intensifying scrutiny in Europe that could curb their profits in the region and affect how they operate around the world.,0.079,0.921,0.0,Positive,0.8382922,0.09512656,0.06658128,Negative,0.92931604,0.05771614,0.012967839,Negative
99,AAPL,2015-04-06,Corporations were right to speak out on this issue. They should take the same stand with their campaign spending.,0.0,1.0,0.0,Neutral,0.14256316,0.4587457,0.39869118,Neutral,0.008020312,0.59796613,0.39401358,Neutral
100,AAPL,2015-04-07,"The iTunes software can automatically sync with iPads, iPhones and iPod Touch players, but even if the feature is enabled in iTunes, a few conditions apply.",0.0,1.0,0.0,Neutral,0.2027994,0.7252136,0.07198702,Neutral,0.0023838696,0.9922726,0.0053435443,Neutral
101,AAPL,2015-04-07,"Want to work at Amazon, Apple or McKinsey? Some business schools have impressive records placing graduates in certain fields and even companies.",0.318,0.682,0.0,Positive,0.019823954,0.6551,0.3250761,Neutral,0.001699884,0.8144897,0.18381041,Neutral
102,AAPL,2015-04-07,"Get recommendations from New York Times reporters and editors, highlighting interesting stories from around the web. In this installment, great reads from Quentin Hardy, Jason Stallman and others.",0.275,0.725,0.0,Positive,0.023399519,0.7925243,0.18407618,Neutral,0.0022095689,0.6799146,0.31787586,Neutral
103,AAPL,2015-04-08,The watch is not suited for tech novices. It is designed for notification-inundated people who want to manage the way the digital world intrudes on their lives.,0.048,0.952,0.0,Positive,0.23312706,0.7015884,0.06528459,Neutral,0.017227698,0.97827256,0.0044997875,Neutral
104,AAPL,2015-04-08,"Spending seven days learning to use, and getting used to, the Apple Watch proved to be a mostly rewarding experience.",0.159,0.841,0.0,Positive,0.038040657,0.5160231,0.44593623,Neutral,0.0012412097,0.11486152,0.8838973,Positive
105,AAPL,2015-04-08,"When apps are streamlined and first-generation bugs are fixed, the Apple Watch has the potential to be a life-changer. (With video.)",0.0,1.0,0.0,Neutral,0.013357229,0.5157183,0.47092444,Neutral,0.006132491,0.52875763,0.46510985,Neutral
106,AAPL,2015-04-08,"The HBO Now app, which lets viewers see the network’s shows without a standard cable plan, represents a big change from just a few years ago.",0.0,1.0,0.0,Neutral,0.07163505,0.55250025,0.37586468,Neutral,0.004036135,0.44170922,0.5542546,Positive
107,AAPL,2015-04-08,The technology columnist Farhad Manjoo asks whether the Apple Watch’s new “taptic engine” will give us an alternative to constantly checking our phones.,0.0,1.0,0.0,Neutral,0.032164894,0.8015674,0.16626765,Neutral,0.0031631924,0.9829941,0.0138427075,Neutral
108,AAPL,2015-04-08,Maybe we actually want our mobile devices to be less addictive.,0.115,0.885,0.0,Positive,0.15451683,0.6009308,0.24455237,Neutral,0.11821223,0.8358811,0.04590667,Neutral
109,AAPL,2015-04-09,"The era of online shopping made “buy before you try” (and ship back if you don’t like it) a typical consumer experience. The Apple Watch, which releases April 24, is probably something you should actually try before buying.",0.065,0.935,0.0,Positive,0.08606768,0.7651354,0.14879695,Neutral,0.024635227,0.96269596,0.012668853,Neutral
110,AAPL,2015-04-10,,0.0,0.0,0.0,Neutral,0.026959319,0.8985352,0.074505374,Neutral,0.072680265,0.20797661,0.71934307,Positive
111,AAPL,2015-04-13,"The business unit will partner with companies including Apple, Medtronic and Johnson & Johnson, offering IBM’s Watson technology as a cloud-based tool at many levels of the health care industry.",0.106,0.894,0.0,Positive,0.007820544,0.73598003,0.2561993,Neutral,0.0013752887,0.86591053,0.13271423,Neutral
112,AAPL,2015-04-13,"The biggest American tech companies face intensifying scrutiny by European regulators, with — pressure that could potentially curb their sizable profits in the region and affect how they operate around the world.",0.085,0.85,0.065,Positive,0.85249007,0.09808519,0.04942479,Negative,0.834015,0.15638314,0.009601765,Negative
113,AAPL,2015-04-14,"Get recommendations from New York Times reporters and editors, highlighting interesting stories from around the web. In this installment, great reads from Stacy Cowley, Quentin Hardy and others.",0.275,0.725,0.0,Positive,0.023863444,0.79397523,0.18216129,Neutral,0.0021525614,0.6654523,0.3323951,Neutral
114,AAPL,2015-04-14,"Laurence D. Fink, chief of BlackRock, the world’s largest asset manager, warns of harm in dividends and stock buybacks.",0.107,0.684,0.209,Negative,0.852266,0.10087808,0.04685586,Negative,0.7702688,0.21999931,0.009731887,Negative
115,AAPL,2015-04-15,"American technology companies are no strangers to antitrust challenges by European regulators, but the cost has tended to be measured in money and time, not business practices.",0.041,0.901,0.058,Negative,0.69605845,0.23112708,0.07281445,Negative,0.2142838,0.77394146,0.011774767,Neutral
116,AAPL,2015-04-16,"Apple’s retail head, Angela Ahrendts, has told retail employees that the Apple Watch will not be available for in-store purchasing on the day of its April 24 release.",0.0,1.0,0.0,Neutral,0.76676935,0.18733566,0.045895003,Negative,0.27353105,0.71781224,0.008656701,Neutral
117,AAPL,2015-04-17,"Apps will allow users to peek at their balance and recent activity, but not to pay bills or make deposits.",0.139,0.861,0.0,Positive,0.036934532,0.85905224,0.10401327,Neutral,0.0011021454,0.99433196,0.004565857,Neutral
118,AAPL,2015-04-17,An Alan Turing manuscript sells for $1 million as interest in artifacts grows.,0.2,0.8,0.0,Positive,0.012249657,0.770789,0.21696131,Neutral,0.0021657324,0.3286041,0.66923016,Positive
