ticker,pub_date,headline,gemini_sentiment
NVDA,2024-01-19,"Stocks Climb to Record, Lifted by Big Tech and Rate Cut Hopes",positive
NVDA,2024-01-29,Nvidia’s Big Tech Rivals Put Their Own A.I. Chips on the Table,negative
NVDA,2024-01-22,These Seven Tech Stocks Are Driving the Market,positive
NVDA,2024-01-27,The S&P 500 Through the Prism of a ‘Magnificent 7’,neutral
NVDA,2024-06-19,"Netanyahu Lashes Out at U.S., and the Stock Market’s New King",neutral
NVDA,2024-06-21,$3.34 Trillion,neutral
NVDA,2024-06-17,How A.I. Is Revolutionizing Drug Development,positive
NVDA,2024-06-25,Inside Nvidia’s $500 Billion Wipeout,negative
NVDA,2024-06-06,"U.S. Clears Way for Antitrust Inquiries of Nvidia, Microsoft and OpenAI",negative
NVDA,2024-06-18,"Nvidia Becomes Most Valuable Public Company, Topping Microsoft",positive
NVDA,2024-11-20,What to Know About Nvidia’s High-Stakes Earnings Report,neutral
NVDA,2024-11-01,What if A.I. Is Actually Good for Hollywood?,neutral
NVDA,2024-11-13,Supreme Court Seems Ready to Allow Securities Fraud Case Against Nvidia,negative
NVDA,2024-11-01,Nvidia Will Replace Intel in the Dow Jones Stock Index,positive
NVDA,2024-11-20,Nvidia Doubles Profit as A.I. Chip Sales Soar,positive
NVDA,2024-10-24,The White House Bet Big on Intel. Will It Backfire?,neutral
NVDA,2024-10-24,How Intel Got Left Behind in the A.I. Chip Boom,negative
