ticker,pub_date,headline,gemini_sentiment
IBM,2022-11-23,frederick p brooks jr computer design innovator dies at 91,neutral
IBM,2022-01-21,ibm is selling off watson health to a private equity firm,neutral
IBM,2022-04-08,a 4year degree isnt quite the job requirement it used to be,neutral
IBM,2022-05-13,an optimist at the helm of ibm,neutral
IBM,2022-03-03,ending the chatbots spiral of misery,neutral
IBM,2022-02-12,making dinobabies extinct ibms push for a younger work force,neutral
IBM,2022-08-28,one mans dream of fusing ai with common sense,neutral
IBM,2023-10-21,martin goetz who received the first software patent dies at 93,neutral
IBM,2023-10-25,the fatherson struggle that helped ensure ibms success,neutral
IBM,2023-11-24,the pension that rare retirement benefit gets a fresh look,neutral
IBM,2023-11-16,x races to contain damage after elon musk endorses antisemitic post,negative
IBM,2023-11-17,advertisers flee x as outcry over musks endorsement of antisemitic post grows,negative
IBM,2023-11-17,advertisers push back at social media firms over antisemitism,neutral
IBM,2023-07-04,lewis branscomb champion of science across fields dies at 96,neutral
IBM,2023-06-13,accenture makes a 3 billion bet on ai,neutral
IBM,2023-06-14,quantum computing advance begins new era ibm says,neutral
IBM,2023-01-26,ibm announces 3900 job cuts,negative
IBM,2023-01-26,tesla bulls are back at the wheel,neutral
IBM,2023-05-17,washington confronts the challenge of policing ai,neutral
IBM,2023-05-02,why many on wall street fear the banking crisis isnt over,negative
IBM,2023-05-05,bluesky has the juice ai jobs apocalypse and hard questions,neutral
IBM,2023-12-11,new york plans to invest 1 billion to expand chip research,positive
IBM,2023-09-28,ibm tries to ease customers qualms about using generative ai,neutral
IBM,2024-06-26,the ai boom has an unlikely early winner wonky consultants,neutral
IBM,2024-06-15,lynn conway computing pioneer and transgender advocate dies at 86,neutral
IBM,2024-05-16,robert dennard ibm inventor whose chip changed computing dies at 91,neutral
IBM,2024-03-06,before nyc snow day debacle ibm had warned of tech limitations,negative
IBM,2024-02-13,nyc revived remote schooling for a day it was a mess,neutral
IBM,2024-09-06,japan tries to reclaim its clout as a global tech leader,neutral
IBM,2024-08-24,overlooked no more mabel addis who pioneered storytelling in video gaming,neutral
