ticker,pub_date,headline,vader_pos,vader_neg,vader_neu,vader_label,drob_pos,drob_neg,drob_neu,drob_label,deb_pos,deb_neg,deb_neu,deb_label
AAPL,2015-05-27,Podcast | Inside The Times’s Apple Watch News App,0.0,0.0,1.0,Neutral,6.624998e-05,0.99988914,4.4661167e-05,Positive,0.042830836,0.0067209,0.9504483,Neutral
AAPL,2015-12-08,Apple Executive Seeks a Touch of Chic at Retail Stores,0.208,0.0,0.792,Positive,7.9509824e-05,0.9997696,0.00015092586,Negative,0.06467658,0.009666352,0.9256571,Neutral
AAPL,2015-12-10,F.B.I. Chief Says Texas Gunman Used Encryption to Text Overseas Terrorist,0.0,0.32,0.68,Negative,0.000101353115,0.99981076,8.790668e-05,Positive,0.017302558,0.7550214,0.227676,Negative
AAPL,2015-12-02,"‘Steve Jobs’ Flops at Box Office, and Silicon Valley Cheers",0.23,0.178,0.593,Positive,0.00016185241,0.9970611,0.0027770419,Negative,0.031059198,0.9162446,0.052696187,Negative
AAPL,2015-12-22,Apple Pushes Against British Talk of Softening Encryption,0.0,0.0,1.0,Neutral,0.55579585,0.43438777,0.009816373,Positive,0.49999344,0.30726713,0.19273946,Positive
AAPL,2015-12-31,Digging Deeper for Missing Mac Mail Messages,0.0,0.268,0.732,Negative,0.00044165534,0.9994252,0.00013325711,Positive,0.006540974,0.8488477,0.14461139,Negative
AAPL,2015-12-02,Below the Line: Scoring ‘Steve Jobs’,0.0,0.0,1.0,Neutral,8.016415e-05,0.999863,5.6785666e-05,Positive,0.011457042,0.37301928,0.61552376,Neutral
AAPL,2015-12-13,Apple Gains Exclusive Streaming Deal With Taylor Swift,0.533,0.0,0.467,Positive,0.00019206932,0.00032743372,0.99948055,Neutral,0.34029686,0.007570711,0.65213245,Neutral
AAPL,2015-12-15,Dividing the Screen in Mac OS X,0.0,0.0,1.0,Neutral,6.69804e-05,0.99987614,5.6867593e-05,Positive,0.0036496653,0.02784679,0.96850353,Neutral
AAPL,2015-12-30,"With Taps on the Wrist, Apple Watch Points to the Future",0.0,0.0,1.0,Neutral,7.9772166e-05,0.9997316,0.00018865861,Negative,0.18363695,0.010558157,0.8058049,Neutral
AAPL,2015-12-02,Boston Consulting’s Most Innovative Companies: Lessons From a Decade of Ranking,0.262,0.0,0.738,Positive,8.527974e-05,0.9995937,0.0003210668,Negative,0.77108896,0.012351838,0.21655925,Positive
AAPL,2015-12-09,Choosing an iPad Pro Keyboard,0.0,0.0,1.0,Neutral,0.000121034944,0.9997948,8.419542e-05,Positive,0.029026091,0.00254568,0.96842813,Neutral
AAPL,2015-12-18,Apple Pay Is Set to Arrive in China,0.0,0.167,0.833,Negative,9.8761164e-05,0.9997434,0.00015789006,Negative,0.1997303,0.009932402,0.79033726,Neutral
AAPL,2015-12-30,Apple Settles Tax Dispute With Italian Authorities,0.0,0.31,0.69,Negative,0.037702333,0.95884174,0.003455944,Positive,0.17272009,0.042488273,0.78479165,Neutral
AAPL,2015-12-09,Apple Names Periscope the Top iPhone App of 2015,0.184,0.0,0.816,Positive,6.201502e-05,0.9998925,4.553936e-05,Positive,0.6678154,0.014807211,0.3173774,Positive
AAPL,2015-12-30,Daily Report: Twitter Hires a New Executive in Charge of Diversity,0.0,0.0,1.0,Neutral,7.756961e-05,0.99980503,0.00011739209,Negative,0.07622449,0.008631837,0.9151437,Neutral
AAPL,2015-12-29,Breaking Up With Apple Music,0.0,0.0,1.0,Neutral,7.9904305e-05,0.9998646,5.5514658e-05,Positive,0.049572304,0.40570045,0.54472727,Neutral
AAPL,2015-12-11,A Protest App Rises to the Top in Taiwan,0.184,0.204,0.612,Negative,0.0010304484,0.0737325,0.9252371,Neutral,0.25839704,0.07216537,0.6694375,Neutral
AAPL,2015-12-19,Why Do I Have to Call This App ‘Julie’?,0.0,0.0,1.0,Neutral,7.146083e-05,0.9998722,5.6323373e-05,Positive,0.09148664,0.83292365,0.0755897,Negative
AAPL,2015-12-04,Samsung to Pay Apple $548 Million in Patent Dispute,0.0,0.369,0.631,Negative,0.5787307,0.41862023,0.0026489827,Positive,0.027646637,0.24070005,0.7316534,Neutral
AAPL,2015-12-17,Apple Makes Shifts in Senior Management,0.0,0.0,1.0,Neutral,0.6772071,0.3197381,0.0030548384,Positive,0.06130046,0.14456712,0.7941325,Neutral
AAPL,2015-01-30,Apple’s Near-Death Experience Saved It,0.412,0.0,0.588,Positive,0.0035244343,0.012137957,0.9843375,Neutral,0.30410042,0.6113502,0.08454944,Negative
AAPL,2015-01-14,Use the iPhone’s iOS 8 Like a Pro,0.333,0.0,0.667,Positive,6.2841944e-05,0.9998863,5.0851264e-05,Positive,0.9468143,0.0024494787,0.050736222,Positive
AAPL,2015-04-25,Apple Won’t Always Rule. Just Look at IBM.,0.0,0.0,1.0,Neutral,8.997207e-05,0.9998122,9.791321e-05,Negative,0.5594464,0.104940474,0.33561313,Positive
AAPL,2015-04-27,"Apple Earnings, Automaker Results and New Products From Tesla",0.0,0.0,1.0,Neutral,5.898405e-05,0.99981266,0.00012841985,Negative,0.712363,0.008760384,0.2788766,Positive
AAPL,2015-04-22,Working With Old Office Files on a New Mac OS,0.0,0.0,1.0,Neutral,7.3212905e-05,0.99987197,5.478642e-05,Positive,0.003494177,0.005365387,0.99114054,Neutral
AAPL,2015-04-22,The Apple Watch Arrives in Stores (Just Not Its Own),0.0,0.0,1.0,Neutral,6.617935e-05,0.99987245,6.1310995e-05,Positive,0.11077374,0.17992386,0.7093024,Neutral
AAPL,2015-04-08,"HBO Now Makes ‘Game of Thrones’ Easier to See, if Not Follow",0.203,0.0,0.797,Positive,0.00046442338,0.025296103,0.97423947,Neutral,0.9852556,0.0016607322,0.0130836405,Positive
AAPL,2015-04-24,Apple Watch Has Landed — Here’s What You Need to Know,0.0,0.0,1.0,Neutral,0.0013259705,0.8071286,0.19154537,Negative,0.5736947,0.0073785735,0.41892675,Positive
AAPL,2015-04-15,Google Joins Its U.S. Peers Under Europe’s Scrutiny,0.0,0.0,1.0,Neutral,8.2001985e-05,0.9998211,9.6871045e-05,Negative,0.019742822,0.42950124,0.55075604,Neutral
AAPL,2015-04-27,"Apple’s Earnings Surge, as iPhone Sales Jump and China Business Rises",0.0,0.0,1.0,Neutral,0.00019764407,0.00024620836,0.9995561,Neutral,0.9841986,0.0018725127,0.013928923,Positive
AAPL,2015-04-24,What We’re Reading,0.0,0.0,1.0,Neutral,7.147734e-05,0.99986756,6.0896786e-05,Positive,0.005000084,0.015302395,0.9796975,Neutral
AAPL,2015-04-17,"Carine Roitfeld + Uniqlo, NYFW’s New Homes and Ryan Gothling",0.0,0.0,1.0,Neutral,5.6699115e-05,0.9998865,5.678835e-05,Negative,0.14930117,0.013086797,0.8376121,Neutral
AAPL,2015-05-29,Downloading Mac App Updated Automatically,0.0,0.0,1.0,Neutral,6.976342e-05,0.9998698,6.0350572e-05,Positive,0.7456009,0.008392002,0.24600713,Positive
AAPL,2015-05-12,Working Together in Antarctica,0.0,0.0,1.0,Neutral,8.3536805e-05,0.99982566,9.081041e-05,Negative,0.021838048,0.010972621,0.9671893,Neutral
AAPL,2015-05-24,Amazon to Stop Funneling European Sales Through Low-Tax Haven,0.155,0.3,0.545,Negative,0.00080004794,0.99843675,0.00076317164,Positive,0.09481325,0.44884855,0.45633823,Neutral
AAPL,2015-05-22,Forwarding Text Messages on the iPhone,0.0,0.0,1.0,Neutral,6.566184e-05,0.9998888,4.5577945e-05,Positive,0.0029198765,0.014535416,0.9825447,Neutral
AAPL,2015-05-27,"Daily Report: After Conquering the World, Android’s Course Is Uncertain",0.0,0.196,0.804,Negative,0.3997755,0.5981943,0.0020301347,Positive,0.19041961,0.57613,0.23345041,Negative
AAPL,2015-05-14,Is Your Child Your Excuse to Buy an Apple Watch?,0.126,0.0,0.874,Positive,7.444537e-05,0.999869,5.649798e-05,Positive,0.086202234,0.0633475,0.85045034,Neutral
AAPL,2015-05-05,Snapping the Windows Screen,0.0,0.0,1.0,Neutral,7.027026e-05,0.9998827,4.6964404e-05,Positive,0.010696196,0.037609603,0.95169425,Neutral
AAPL,2015-05-27,Google and Apple Adjust Strategies on Mobile Payments,0.0,0.0,1.0,Neutral,0.00021817589,0.99933285,0.0004489946,Negative,0.009340061,0.07332563,0.91733426,Neutral
AAPL,2015-05-19,Steve Jobs: A Cottage Industry of Movies and Books,0.0,0.0,1.0,Neutral,7.394811e-05,0.99986374,6.224515e-05,Positive,0.3035784,0.03544921,0.66097236,Neutral
AAPL,2015-05-05,The Apple Watch: More Than Just a Bracelet,0.0,0.0,1.0,Neutral,7.0291215e-05,0.9998709,5.8828722e-05,Positive,0.59128726,0.007462608,0.40125015,Positive
AAPL,2015-06-23,"With a Tap of Taylor Swift’s Fingers, Apple Retreated",0.0,0.0,1.0,Neutral,6.596027e-05,0.9998658,6.825335e-05,Negative,0.3821728,0.23674291,0.38108426,Positive
AAPL,2015-06-08,"Apple’s Conference, G.M.’s Annual Meeting, and a Trade Vote in Europe",0.0,0.0,1.0,Neutral,7.329218e-05,0.9998766,5.0051425e-05,Positive,0.2289348,0.032226056,0.73883915,Neutral
AAPL,2015-06-03,Apple to Unveil Tool Kit for Watch App Developers   ,0.0,0.0,1.0,Neutral,7.5308075e-05,0.9998246,0.00010016645,Negative,0.5978384,0.016665049,0.3854966,Positive
AAPL,2015-06-25,"Zane Lowe, the D.J. Scratching Out Beats 1 for Apple",0.158,0.0,0.842,Positive,6.949722e-05,0.99986815,6.229043e-05,Positive,0.0072285007,0.24524,0.74753153,Neutral
AAPL,2015-06-09,Daily Report: Apple Unveils Music Service and Software Upgrades,0.0,0.0,1.0,Neutral,0.0007422796,0.056579493,0.9426782,Neutral,0.31668743,0.009895623,0.6734169,Neutral
AAPL,2015-06-29,"Daily Report: Apple Can Afford Some Mistakes, Just Not on Products",0.0,0.2,0.8,Negative,0.00019679613,0.9997284,7.484391e-05,Positive,0.10627468,0.6359778,0.25774744,Negative
AAPL,2015-06-09,Apple Music and Labels Investigated in 2 States,0.0,0.0,1.0,Neutral,7.855331e-05,0.9998746,4.6854017e-05,Positive,0.004816411,0.04447357,0.95071006,Neutral
AAPL,2015-06-10,"Shop Locally, Download Globally",0.0,0.0,1.0,Neutral,6.5448265e-05,0.9998733,6.123403e-05,Positive,0.6447855,0.023142353,0.33207214,Positive
AAPL,2015-06-17,Video Feature: Apple Watch Apps That Are Available Now,0.0,0.0,1.0,Neutral,5.598331e-05,0.9998807,6.328797e-05,Negative,0.12653872,0.0068333843,0.86662793,Neutral
AAPL,2015-06-23,"Daily Report: Taylor Swift, ‘the Most Powerful Person in the Music Industry’",0.329,0.0,0.671,Positive,8.128011e-05,0.99975663,0.00016212306,Negative,0.60002035,0.024192572,0.37578708,Positive
AAPL,2015-09-17,Apple and Google Create a Buzz at Frankfurt Motor Show,0.208,0.0,0.792,Positive,7.1225164e-05,0.99984276,8.598624e-05,Negative,0.6829593,0.025211472,0.29182923,Positive
AAPL,2015-09-22,"Siri, Apple Music and Other iPhone Questions",0.0,0.0,1.0,Neutral,7.5630145e-05,0.99987495,4.939459e-05,Positive,0.0047048866,0.0031234254,0.99217165,Neutral
AAPL,2015-09-09,Hands-On Experience With Apple’s New Devices,0.0,0.0,1.0,Neutral,5.926408e-05,0.99981874,0.00012199332,Negative,0.9153286,0.0033900766,0.081281304,Positive
AAPL,2015-09-21,"Charter and Time Warner Vote, and Chinese Tech Meeting in Seattle",0.0,0.0,1.0,Neutral,7.697939e-05,0.99986327,5.9773778e-05,Positive,0.04704538,0.010472136,0.9424824,Neutral
AAPL,2015-09-30,A Grab Bag of Software for the Apple Watch Upgrade,0.0,0.0,1.0,Neutral,6.552717e-05,0.99987173,6.268696e-05,Positive,0.7998029,0.007340968,0.19285612,Positive
AAPL,2015-09-27,"Narendra Modi, Indian Premier, Courts Silicon Valley to Try to Ease Nation’s Poverty",0.149,0.196,0.655,Negative,0.00041563675,0.9978509,0.0017335268,Negative,0.45249036,0.04214841,0.5053612,Neutral
AAPL,2015-09-10,An Apple Kind of Week,0.0,0.0,1.0,Neutral,7.0557464e-05,0.99988556,4.3903154e-05,Positive,0.86660016,0.008871916,0.12452799,Positive
AAPL,2015-09-06,‘Steve Jobs’ Receives Warm Reception at Telluride Film Festival,0.421,0.0,0.579,Positive,0.0004958436,0.0019423758,0.9975617,Neutral,0.9428831,0.0025023685,0.054614555,Positive
AAPL,2015-09-22,IPhone 6s’s Hands-Free Siri Is an Omen of the Future  ,0.0,0.0,1.0,Neutral,0.0002002364,0.9941724,0.005627318,Negative,0.9430061,0.004491986,0.05250186,Positive
AAPL,2015-09-22,"Apple Presses Ahead With Efforts to Create Car, Though Big Issues Remain",0.16,0.0,0.84,Positive,0.0011528147,0.13142718,0.8674199,Neutral,0.84490484,0.017988265,0.13710694,Positive
AAPL,2015-08-11,When Phone Encryption Blocks Justice,0.41,0.229,0.361,Positive,0.007095613,0.9925188,0.00038554362,Positive,0.021512283,0.9687422,0.009745503,Negative
AAPL,2015-08-06,"Apple Music Attracts 11 Million Users in Trial Period, Executive Says",0.213,0.0,0.787,Positive,5.4341384e-05,0.9998172,0.00012847385,Negative,0.41520053,0.01573535,0.5690641,Neutral
AAPL,2015-08-28,Protecting Your Mac From Malware and Viruses,0.0,0.0,1.0,Neutral,0.0002079003,0.999711,8.112074e-05,Positive,0.023947615,0.12019109,0.8558613,Neutral
AAPL,2015-08-12,Stopping the iPhone Step Counter,0.0,0.286,0.714,Negative,9.430307e-05,0.99985147,5.4150587e-05,Positive,0.008181833,0.07972743,0.9120907,Neutral
AAPL,2015-08-25,Daily Report: What a Hiccup in Start-Up Land Might Look Like,0.217,0.0,0.783,Positive,0.00027689498,0.99964094,8.215438e-05,Positive,0.13782613,0.4185164,0.44365758,Neutral
AAPL,2015-08-26,Facebook Tests a Digital Assistant for Its Messaging App,0.0,0.0,1.0,Neutral,6.554159e-05,0.9998839,5.0527837e-05,Positive,0.19378568,0.008836877,0.79737747,Neutral
AAPL,2015-08-31,‘The Cost of Cable Is Preposterous’: Readers Sound Off on Set-Top Boxes,0.0,0.0,1.0,Neutral,0.00071266457,0.9991466,0.00014071356,Positive,0.060275674,0.28833094,0.65139335,Neutral
AAPL,2015-08-26,The Appeal of Free: 75 Million Users Download Windows 10 in First Month,0.216,0.0,0.784,Positive,5.2540225e-05,0.99988365,6.382621e-05,Negative,0.36268944,0.022779029,0.6145315,Neutral
AAPL,2015-08-26,Staying Private in Windows 10,0.0,0.0,1.0,Neutral,7.581218e-05,0.9998777,4.651411e-05,Positive,0.026184646,0.0026874868,0.9711278,Neutral
AAPL,2015-08-25,A Stock Market Rout in a Month That Hedge Funds Would Sooner Forget,0.0,0.16,0.84,Negative,0.004611814,0.99508756,0.0003006271,Positive,0.0078108786,0.967771,0.024418224,Negative
AAPL,2015-03-05,"Nasdaq Changed in Its Climb to 5,000",0.0,0.0,1.0,Neutral,0.0003187921,0.004864841,0.99481636,Neutral,0.060919642,0.051969193,0.8871111,Neutral
AAPL,2015-03-25,Apple and Beats Developing Streaming Music Service to Rival Spotify,0.0,0.0,1.0,Neutral,5.9156206e-05,0.999828,0.000112801026,Negative,0.20430048,0.025223259,0.7704763,Neutral
AAPL,2015-03-18,European Union Moves to Limit Special Tax Deals,0.278,0.0,0.722,Positive,0.89452684,0.103165634,0.0023074562,Positive,0.07889675,0.55504405,0.36605912,Negative
AAPL,2015-03-13,Digital Dog Collar,0.0,0.0,1.0,Neutral,7.4199874e-05,0.99987316,5.2672418e-05,Positive,0.21314631,0.007089009,0.77976465,Neutral
AAPL,2015-03-31,"Silicon Valley Leaders, New to Social Issues, Come Together Over Indiana Law",0.0,0.0,1.0,Neutral,5.8126865e-05,0.9998325,0.00010928784,Negative,0.14237712,0.38143936,0.47618353,Neutral
AAPL,2015-03-10,Introducing the Apple Watch,0.0,0.0,1.0,Neutral,6.873311e-05,0.99988174,4.9539896e-05,Positive,0.6404582,0.0072252504,0.35231656,Positive
AAPL,2015-03-21,What Begat What,0.0,0.0,1.0,Neutral,8.537173e-05,0.9998535,6.1056075e-05,Positive,0.11969621,0.07860159,0.80170214,Neutral
AAPL,2015-03-04,"In Chase of Apple, Smartphone Makers Shift Strategies",0.0,0.0,1.0,Neutral,0.00012099661,0.9991598,0.0007191426,Negative,0.30857244,0.45648995,0.23493764,Negative
AAPL,2015-03-18,What the World Says About the Apple Watch,0.0,0.0,1.0,Neutral,6.654096e-05,0.99987614,5.7356316e-05,Positive,0.010303922,0.0058904705,0.98380566,Neutral
AAPL,2015-03-11,Device Syncing: Call From Computers and Text From Tablets,0.0,0.0,1.0,Neutral,6.573752e-05,0.99988854,4.5652236e-05,Positive,0.067941956,0.015268756,0.91678923,Neutral
AAPL,2015-02-13,Apple Backslides on Work-Hour Limits,0.0,0.0,1.0,Neutral,0.0006774925,0.9992663,5.6213226e-05,Positive,0.019537061,0.93341035,0.04705263,Negative
AAPL,2015-02-28,Apple’s New Job: Selling a Smartwatch to an Uninterested Public,0.0,0.0,1.0,Neutral,6.600247e-05,0.99984634,8.7632325e-05,Negative,0.04434378,0.62863916,0.32701704,Negative
AAPL,2015-02-18,"Samsung Buys LoopPay, a Competitor to Apple’s Mobile Wallet",0.0,0.0,1.0,Neutral,5.606368e-05,0.99955004,0.00039388682,Negative,0.045477822,0.08053034,0.87399185,Neutral
AAPL,2015-02-06,New Data Shows Apple’s Explosive Growth in China,0.271,0.0,0.729,Positive,0.0002404728,0.00028652,0.99947304,Neutral,0.22994624,0.3315823,0.43847147,Neutral
AAPL,2015-02-27,Choosing Between Amazon’s TV Streaming Hardware,0.0,0.0,1.0,Neutral,8.2655635e-05,0.9998443,7.297374e-05,Positive,0.011120938,0.00924862,0.9796305,Neutral
AAPL,2015-02-24,Filing Away Gmail Messages,0.0,0.0,1.0,Neutral,8.5180756e-05,0.99986374,5.1061408e-05,Positive,0.013811439,0.08141803,0.90477055,Neutral
AAPL,2015-02-17,Securing a Hotmail Account,0.535,0.0,0.465,Positive,7.350208e-05,0.9998715,5.5047625e-05,Positive,0.015049899,0.0056948042,0.9792554,Neutral
AAPL,2015-02-11,Importing Images to iPhoto,0.0,0.0,1.0,Neutral,7.836968e-05,0.99987173,4.9836086e-05,Positive,0.0032214504,0.020395728,0.97638285,Neutral
AAPL,2015-02-02,Apple to Open Giant Data Center in Arizona,0.0,0.0,1.0,Neutral,7.035165e-05,0.9998511,7.853132e-05,Negative,0.036614724,0.034154788,0.9292304,Neutral
AAPL,2015-02-25,Apple Loses Patent Case to Small Texas Company,0.0,0.247,0.753,Negative,0.99074906,0.008599107,0.00065187644,Positive,0.028505916,0.65754557,0.31394848,Negative
AAPL,2015-10-02,Amazon to Stop Selling Apple TV and Chromecast,0.172,0.222,0.606,Negative,0.015150604,0.9842636,0.00058585004,Positive,0.052518602,0.07592434,0.8715571,Neutral
AAPL,2015-10-21,Lease a Smartphone or Buy It? The Pros and Cons,0.0,0.0,1.0,Neutral,6.329991e-05,0.999869,6.774567e-05,Negative,0.027539548,0.0101941945,0.9622664,Neutral
AAPL,2015-10-14,Restoring Sound to Windows 10,0.355,0.0,0.645,Positive,9.0742724e-05,0.99982774,8.147992e-05,Positive,0.00932512,0.02442437,0.9662505,Neutral
AAPL,2015-10-27,"IPhone Demand Drives Apple Profit, but Outlook Is Muted",0.191,0.123,0.686,Positive,0.002050835,0.0005115392,0.9974376,Neutral,0.9524185,0.0117655825,0.03581593,Positive
AAPL,2015-10-28,"Volkswagen, Hit by Emissions Scandal, Posts Its First Loss in Years",0.0,0.366,0.634,Negative,0.99712163,0.0021313278,0.0007470756,Positive,0.012537183,0.9452058,0.04225704,Negative
AAPL,2015-10-19,Is America Great Only in Movies?,0.451,0.0,0.549,Positive,7.189817e-05,0.99986804,6.003835e-05,Positive,0.1084229,0.5143639,0.37721315,Negative
AAPL,2015-10-09,The Fashion News to Know This Week,0.0,0.0,1.0,Neutral,7.594941e-05,0.9998684,5.5654233e-05,Positive,0.9424452,0.0031882646,0.054366477,Positive
AAPL,2015-10-05,Tech Giants Top Best Global Brands List,0.545,0.0,0.455,Positive,7.012805e-05,0.9997185,0.00021139508,Negative,0.9871898,0.0022176392,0.010592516,Positive
AAPL,2015-10-20,Lending Kindle Books,0.0,0.0,1.0,Neutral,8.6451146e-05,0.9998543,5.919998e-05,Positive,0.004916547,0.002169405,0.9929141,Neutral
AAPL,2015-10-07,"Chinese Hackers Breached LoopPay, Whose Tech Is Central to Samsung Pay ",0.0,0.123,0.877,Negative,0.000105418774,0.9997904,0.00010422072,Positive,0.087454475,0.71622735,0.1963182,Negative
AAPL,2015-10-21,Microsoft’s Rule-Breaking Vision of a Future With Countless Devices,0.222,0.0,0.778,Positive,9.4593495e-05,0.99928087,0.000624608,Negative,0.5672659,0.03882561,0.3939084,Positive
AAPL,2015-10-01,Putting Mobile Ad Blockers to the Test,0.0,0.0,1.0,Neutral,6.834387e-05,0.9998435,8.821181e-05,Negative,0.44962376,0.053293824,0.49708244,Neutral
AAPL,2015-10-10,Obama Won’t Seek Access to Encrypted User Data,0.0,0.0,1.0,Neutral,0.00016248303,0.9997391,9.8433426e-05,Positive,0.097561866,0.20635587,0.6960823,Neutral
AAPL,2015-10-05,A View Emerges of Business Technology’s Future as the Personalization of the Machine,0.0,0.0,1.0,Neutral,7.253269e-05,0.9998522,7.5271964e-05,Negative,0.23875976,0.019161323,0.74207896,Neutral
AAPL,2015-03-09,Apple Watch Success Will Hinge on Apps ,0.381,0.0,0.619,Positive,0.0005738819,0.001274711,0.99815136,Neutral,0.5730275,0.037245203,0.38972723,Positive
AAPL,2015-03-06,Apple’s Entry Will Help an Antiquated Dow Catch Up,0.252,0.0,0.748,Positive,0.00023937828,0.0028345985,0.996926,Neutral,0.74661636,0.036832277,0.21655133,Positive
AAPL,2015-03-22,"Apple Opens Up to Praise New Book on Steve Jobs, and Criticize an Old One",0.188,0.135,0.677,Positive,0.00010634289,0.9992403,0.0006533468,Negative,0.5589136,0.111992806,0.32909366,Positive
AAPL,2015-03-02,"Jobs Data in Europe and U.S., and Car Sales",0.0,0.0,1.0,Neutral,6.596324e-05,0.9998908,4.324882e-05,Positive,0.0054194336,0.0037620228,0.99081844,Neutral
AAPL,2015-03-08,"Apple Watch Demonstration, Questions for HSBC and Greece’s Bailout",0.143,0.143,0.714,Neutral,0.00010466058,0.99983346,6.183921e-05,Positive,0.2692222,0.008882207,0.72189564,Neutral
AAPL,2015-03-31,New York Times Develops an Apple Watch App,0.0,0.0,1.0,Neutral,6.884253e-05,0.999874,5.7175967e-05,Positive,0.41040853,0.012604401,0.5769871,Neutral
AAPL,2015-03-31,Daily Report: Jay Z Enters Streaming Music With Artist-Owned Service,0.0,0.0,1.0,Neutral,6.340093e-05,0.99986815,6.843784e-05,Negative,0.023750056,0.0054684677,0.97078145,Neutral
AAPL,2015-03-04,Outdated Encryption Keys Leave Phones Vulnerable to Hackers,0.0,0.341,0.659,Negative,0.8164202,0.18202443,0.0015553881,Positive,0.027479,0.93873286,0.033788152,Negative
AAPL,2015-03-03,"At Geneva Auto Show, Worry About Silicon Valley",0.0,0.293,0.707,Negative,9.67956e-05,0.99983454,6.860917e-05,Positive,0.32681793,0.41426334,0.25891876,Negative
AAPL,2015-03-17,Pointing Fingers in Apple Pay Fraud,0.0,0.565,0.435,Negative,0.029815976,0.96985906,0.0003249484,Positive,0.010303887,0.98176783,0.007928322,Negative
AAPL,2015-02-04,Traveling With an iPhone,0.0,0.0,1.0,Neutral,8.4129984e-05,0.9998652,5.065639e-05,Positive,0.0037236426,0.0018592289,0.9944171,Neutral
