ticker,pub_date,headline,gemini_sentiment
CRM,2018-02-07,theyre 3 of the us most innovative ceos ask them anything,neutral
CRM,2018-02-20,marc benioff on technology and trust,neutral
CRM,2018-12-29,the 3 biggest challenges for tech in 2019,neutral
CRM,2018-06-15,marc benioff of salesforce are we not all connected,neutral
CRM,2018-11-07,san francisco approves business tax to fund homeless services,neutral
CRM,2018-11-29,talking mindfulness on the ceo beat,neutral
CRM,2018-10-24,the social responsibility of business,neutral
CRM,2018-10-19,in liberal san francisco tech leaders brawl over tax proposal to aid homeless,neutral
CRM,2019-06-14,the week in tech big trouble with trustbusters and china,negative
CRM,2019-06-10,making data coherent drives salesforces 153 billion deal for tableau,neutral
CRM,2019-06-07,take the guesswork out of growth,neutral
CRM,2019-07-01,2 trillion worth of deals were struck in the first half of 2019 but caution crept in,neutral
CRM,2019-10-14,marc benioff we need a new capitalism,neutral
CRM,2020-09-11,has business left milton friedman behind,neutral
CRM,2020-09-05,parents got more time off then the backlash started,neutral
CRM,2020-09-22,stakeholder capitalism gets a report card its not good,negative
CRM,2020-02-12,a trillion trees how one idea triumphed over trumps climate denialism,neutral
CRM,2020-03-23,logged on from the laundry room how the ceos of google pfizer and slack work from home,neutral
CRM,2020-03-04,brace yourself for whats coming at twitter,neutral
CRM,2020-12-02,marc benioff sets his sights on microsoft,neutral
CRM,2020-12-02,why your workplace software stinks,neutral
CRM,2020-12-01,salesforce to acquire slack for 277 billion,neutral
CRM,2020-05-11,employers rush to adopt virus screening the tools may not help much,neutral
CRM,2020-04-28,marc benioffs 25 million blitz to buy protective gear from china,neutral
CRM,2020-04-24,frantic for coronavirus gear americans in need turn to chinas elite,negative
CRM,2020-04-28,salesforce and other silicon valley firms are using corporate connections to buy masks for hospitals,neutral
CRM,2020-04-20,traction on demand releases global outbreak response tool for free,neutral
CRM,2020-01-14,tech bro uniform meets margaret thatcher disruption ensues,neutral
CRM,2020-06-10,farewell to gummy bear jars tech offices get a virus safety makeover,neutral
CRM,2020-11-30,companies bet big on working from home,neutral
CRM,2021-02-16,whats delaying boardroom diversity,neutral
CRM,2021-02-16,a hidden hurdle in efforts to diversify boardrooms,neutral
CRM,2021-05-04,business coalitions speak out against voting restrictions in texas,neutral
CRM,2021-04-22,britain norway and the united states join forces with businesses to protect tropical forests,neutral
CRM,2021-01-23,the future of twitter,neutral
CRM,2022-08-06,major indiana employers criticize states new abortion law,neutral
CRM,2022-02-22,big tech makes a big bet offices are still the future,neutral
CRM,2022-12-01,what we learned from sam bankmanfried mark zuckerberg reed hastings and more,neutral
CRM,2022-12-05,slack ceo to step down in january,neutral
CRM,2022-12-06,could bidens climate agenda trigger a new trade war,negative
CRM,2022-11-09,crypto investors grapple with the collapse of a giant,neutral
CRM,2022-10-04,the board chair squaring up to elon musk in the feud over twitter,neutral
CRM,2023-09-22,what happens when the boss invites you to bible study,neutral
CRM,2023-02-13,happiness or success salesforces marc benioff doesnt want to choose,neutral
CRM,2023-03-01,the heat on salesforce grows ahead of a big earnings call,neutral
CRM,2023-03-04,the trilliondollar debate over share buybacks,neutral
CRM,2023-03-02,the battle over esg heads to the white house,neutral
CRM,2023-03-27,markets climb as silicon valley bank finally finds a buyer,positive
CRM,2023-01-05,amazon expands corporate layoffs to 18000 jobs,negative
CRM,2023-01-05,kevin mccarthys business ties complicate his rise to power,neutral
CRM,2023-01-24,live nation faces a skeptical senate,neutral
CRM,2023-01-23,activist investors are circling salesforce,neutral
CRM,2023-01-04,salesforce to lay off 10 of staff and cut office space,neutral
CRM,2023-01-25,a short seller takes aim at an indian corporate giant,neutral
CRM,2023-06-20,return to office enters the desperation phase,negative
CRM,2023-06-30,why corporate america is worried about affirmative action,neutral
CRM,2023-07-25,tech firms once powered new yorks economy now theyre scaling back,negative
CRM,2023-07-05,as businesses clamor for workplace ai tech companies rush to provide it,neutral
CRM,2023-11-21,does ai have an inherent governance problem,neutral
