ticker,pub_date,headline,vader_pos,vader_neu,vader_neg,vader_label,drob_neg,drob_neu,drob_pos,drob_label,deb_pos,deb_neg,deb_neu,deb_label
AAPL,2015-05-08,"How to Use Siri, Google Now and Cortana Voice Commands",0.0,1.0,0.0,Neutral,0.2560091,0.34354168,0.40044922,Positive,0.0047768024,0.9347055,0.06051771,Neutral
AAPL,2015-05-18,Appeals Court Upholds Apple’s Patent Victory Over Samsung,0.0,1.0,0.0,Neutral,0.25632182,0.34471652,0.39896166,Positive,0.01334619,0.40355957,0.58309424,Positive
AAPL,2015-05-05,Apple Watch: A Test Run for Travelers,0.0,1.0,0.0,Neutral,0.25347656,0.34637153,0.40015188,Positive,0.008894188,0.8706963,0.12040949,Neutral
AAPL,2015-05-27,Podcast | Inside The Times’s Apple Watch News App,0.0,1.0,0.0,Neutral,0.25269786,0.34558415,0.40171802,Positive,0.0067209,0.9504483,0.042830836,Neutral
AAPL,2015-12-08,Apple Executive Seeks a Touch of Chic at Retail Stores,0.208,0.792,0.0,Positive,0.25605068,0.34626442,0.39768496,Positive,0.009666352,0.9256571,0.06467658,Neutral
AAPL,2015-12-10,F.B.I. Chief Says Texas Gunman Used Encryption to Text Overseas Terrorist,0.0,0.68,0.32,Negative,0.26118055,0.34372926,0.39509022,Positive,0.7550214,0.227676,0.017302558,Negative
AAPL,2015-12-02,"‘Steve Jobs’ Flops at Box Office, and Silicon Valley Cheers",0.23,0.593,0.178,Positive,0.2535362,0.34647936,0.39998445,Positive,0.9162446,0.052696187,0.031059198,Negative
AAPL,2015-12-22,Apple Pushes Against British Talk of Softening Encryption,0.0,1.0,0.0,Neutral,0.25781727,0.34377834,0.39840436,Positive,0.30726713,0.19273946,0.49999344,Positive
AAPL,2015-12-31,Digging Deeper for Missing Mac Mail Messages,0.0,0.732,0.268,Negative,0.25407174,0.34692916,0.3989991,Positive,0.8488477,0.14461139,0.006540974,Negative
AAPL,2015-12-02,Below the Line: Scoring ‘Steve Jobs’,0.0,1.0,0.0,Neutral,0.2554626,0.34438366,0.40015376,Positive,0.37301928,0.61552376,0.011457042,Neutral
AAPL,2015-12-13,Apple Gains Exclusive Streaming Deal With Taylor Swift,0.533,0.467,0.0,Positive,0.25233775,0.345244,0.40241817,Positive,0.007570711,0.65213245,0.34029686,Neutral
AAPL,2015-12-15,Dividing the Screen in Mac OS X,0.0,1.0,0.0,Neutral,0.25604585,0.34451333,0.3994408,Positive,0.02784679,0.96850353,0.0036496653,Neutral
AAPL,2015-12-30,"With Taps on the Wrist, Apple Watch Points to the Future",0.0,1.0,0.0,Neutral,0.25441355,0.34602264,0.39956385,Positive,0.010558157,0.8058049,0.18363695,Neutral
AAPL,2015-12-02,Boston Consulting’s Most Innovative Companies: Lessons From a Decade of Ranking,0.262,0.738,0.0,Positive,0.25672215,0.3449496,0.39832824,Positive,0.012351838,0.21655925,0.77108896,Positive
AAPL,2015-12-09,Choosing an iPad Pro Keyboard,0.0,1.0,0.0,Neutral,0.25410435,0.34344506,0.40245053,Positive,0.00254568,0.96842813,0.029026091,Neutral
AAPL,2015-12-18,Apple Pay Is Set to Arrive in China,0.0,0.833,0.167,Negative,0.2545755,0.34601292,0.39941156,Positive,0.009932402,0.79033726,0.1997303,Neutral
AAPL,2015-12-30,Apple Settles Tax Dispute With Italian Authorities,0.0,0.69,0.31,Negative,0.25840017,0.34355924,0.39804056,Positive,0.042488273,0.78479165,0.17272009,Neutral
AAPL,2015-12-09,Apple Names Periscope the Top iPhone App of 2015,0.184,0.816,0.0,Positive,0.25361946,0.34558818,0.4007923,Positive,0.014807211,0.3173774,0.6678154,Positive
AAPL,2015-12-30,Daily Report: Twitter Hires a New Executive in Charge of Diversity,0.0,1.0,0.0,Neutral,0.25594383,0.34326407,0.40079212,Positive,0.008631837,0.9151437,0.07622449,Neutral
AAPL,2015-12-29,Breaking Up With Apple Music,0.0,1.0,0.0,Neutral,0.2529899,0.3449613,0.40204886,Positive,0.40570045,0.54472727,0.049572304,Neutral
AAPL,2015-12-11,A Protest App Rises to the Top in Taiwan,0.184,0.612,0.204,Negative,0.25413093,0.34735894,0.39851022,Positive,0.07216537,0.6694375,0.25839704,Neutral
AAPL,2015-12-19,Why Do I Have to Call This App ‘Julie’?,0.0,1.0,0.0,Neutral,0.25839245,0.34241772,0.3991898,Positive,0.83292365,0.0755897,0.09148664,Negative
AAPL,2015-12-04,Samsung to Pay Apple $548 Million in Patent Dispute,0.0,0.631,0.369,Negative,0.25519156,0.34293747,0.40187097,Positive,0.24070005,0.7316534,0.027646637,Neutral
AAPL,2015-12-17,Apple Makes Shifts in Senior Management,0.0,1.0,0.0,Neutral,0.2551654,0.3456637,0.39917096,Positive,0.14456712,0.7941325,0.06130046,Neutral
AAPL,2015-01-30,Apple’s Near-Death Experience Saved It,0.412,0.588,0.0,Positive,0.25523657,0.34328198,0.40148145,Positive,0.6113502,0.08454944,0.30410042,Negative
AAPL,2015-01-14,Use the iPhone’s iOS 8 Like a Pro,0.333,0.667,0.0,Positive,0.2535932,0.347689,0.39871776,Positive,0.0024494787,0.050736222,0.9468143,Positive
AAPL,2015-04-25,Apple Won’t Always Rule. Just Look at IBM.,0.0,1.0,0.0,Neutral,0.2521776,0.3446163,0.4032061,Positive,0.104940474,0.33561313,0.5594464,Positive
AAPL,2015-04-27,"Apple Earnings, Automaker Results and New Products From Tesla",0.0,1.0,0.0,Neutral,0.2546055,0.34428537,0.40110913,Positive,0.008760384,0.2788766,0.712363,Positive
AAPL,2015-04-22,Working With Old Office Files on a New Mac OS,0.0,1.0,0.0,Neutral,0.25695446,0.3437157,0.3993299,Positive,0.005365387,0.99114054,0.003494177,Neutral
AAPL,2015-04-22,The Apple Watch Arrives in Stores (Just Not Its Own),0.0,1.0,0.0,Neutral,0.25308967,0.34491688,0.40199345,Positive,0.17992386,0.7093024,0.11077374,Neutral
AAPL,2015-04-08,"HBO Now Makes ‘Game of Thrones’ Easier to See, if Not Follow",0.203,0.797,0.0,Positive,0.25681418,0.3432071,0.39997873,Positive,0.0016607322,0.0130836405,0.9852556,Positive
AAPL,2015-04-24,Apple Watch Has Landed — Here’s What You Need to Know,0.0,1.0,0.0,Neutral,0.2557857,0.343898,0.40031627,Positive,0.0073785735,0.41892675,0.5736947,Positive
AAPL,2015-04-15,Google Joins Its U.S. Peers Under Europe’s Scrutiny,0.0,1.0,0.0,Neutral,0.2546312,0.3471541,0.39821473,Positive,0.42950124,0.55075604,0.019742822,Neutral
AAPL,2015-04-27,"Apple’s Earnings Surge, as iPhone Sales Jump and China Business Rises",0.0,1.0,0.0,Neutral,0.2536349,0.34870878,0.39765632,Positive,0.0018725127,0.013928923,0.9841986,Positive
AAPL,2015-04-24,What We’re Reading,0.0,1.0,0.0,Neutral,0.25441372,0.34368166,0.40190455,Positive,0.015302395,0.9796975,0.005000084,Neutral
AAPL,2015-04-17,"Carine Roitfeld + Uniqlo, NYFW’s New Homes and Ryan Gothling",0.0,1.0,0.0,Neutral,0.25445408,0.3464035,0.39914238,Positive,0.013086797,0.8376121,0.14930117,Neutral
AAPL,2015-05-29,Downloading Mac App Updated Automatically,0.0,1.0,0.0,Neutral,0.25432935,0.34437183,0.40129876,Positive,0.008392002,0.24600713,0.7456009,Positive
AAPL,2015-05-12,Working Together in Antarctica,0.0,1.0,0.0,Neutral,0.25399396,0.34650958,0.3994965,Positive,0.010972621,0.9671893,0.021838048,Neutral
AAPL,2015-05-24,Amazon to Stop Funneling European Sales Through Low-Tax Haven,0.155,0.545,0.3,Negative,0.25559124,0.34655142,0.39785734,Positive,0.44884855,0.45633823,0.09481325,Neutral
AAPL,2015-05-22,Forwarding Text Messages on the iPhone,0.0,1.0,0.0,Neutral,0.25573266,0.3456863,0.39858106,Positive,0.014535416,0.9825447,0.0029198765,Neutral
AAPL,2015-05-27,"Daily Report: After Conquering the World, Android’s Course Is Uncertain",0.0,0.804,0.196,Negative,0.25701568,0.34330836,0.39967594,Positive,0.57613,0.23345041,0.19041961,Negative
AAPL,2015-05-14,Is Your Child Your Excuse to Buy an Apple Watch?,0.126,0.874,0.0,Positive,0.25527012,0.34193215,0.40279776,Positive,0.0633475,0.85045034,0.086202234,Neutral
AAPL,2015-05-05,Snapping the Windows Screen,0.0,1.0,0.0,Neutral,0.2537134,0.3460614,0.4002251,Positive,0.037609603,0.95169425,0.010696196,Neutral
AAPL,2015-05-27,Google and Apple Adjust Strategies on Mobile Payments,0.0,1.0,0.0,Neutral,0.25551286,0.34554833,0.39893875,Positive,0.07332563,0.91733426,0.009340061,Neutral
AAPL,2015-05-19,Steve Jobs: A Cottage Industry of Movies and Books,0.0,1.0,0.0,Neutral,0.25454506,0.34412742,0.40132752,Positive,0.03544921,0.66097236,0.3035784,Neutral
AAPL,2015-05-05,The Apple Watch: More Than Just a Bracelet,0.0,1.0,0.0,Neutral,0.25336093,0.34633982,0.40029922,Positive,0.007462608,0.40125015,0.59128726,Positive
AAPL,2015-06-23,"With a Tap of Taylor Swift’s Fingers, Apple Retreated",0.0,1.0,0.0,Neutral,0.2513373,0.34635928,0.40230343,Positive,0.23674291,0.38108426,0.3821728,Positive
AAPL,2015-06-08,"Apple’s Conference, G.M.’s Annual Meeting, and a Trade Vote in Europe",0.0,1.0,0.0,Neutral,0.2568239,0.34406656,0.39910957,Positive,0.032226056,0.73883915,0.2289348,Neutral
AAPL,2015-06-03,Apple to Unveil Tool Kit for Watch App Developers   ,0.0,1.0,0.0,Neutral,0.25682202,0.34452167,0.39865625,Positive,0.016665049,0.3854966,0.5978384,Positive
AAPL,2015-06-25,"Zane Lowe, the D.J. Scratching Out Beats 1 for Apple",0.158,0.842,0.0,Positive,0.24956846,0.34865382,0.40177765,Positive,0.24524,0.74753153,0.0072285007,Neutral
AAPL,2015-06-09,Daily Report: Apple Unveils Music Service and Software Upgrades,0.0,1.0,0.0,Neutral,0.2539511,0.3432681,0.40278086,Positive,0.009895623,0.6734169,0.31668743,Neutral
AAPL,2015-06-29,"Daily Report: Apple Can Afford Some Mistakes, Just Not on Products",0.0,0.8,0.2,Negative,0.25797963,0.3420689,0.3999514,Positive,0.6359778,0.25774744,0.10627468,Negative
AAPL,2015-06-09,Apple Music and Labels Investigated in 2 States,0.0,1.0,0.0,Neutral,0.2549687,0.34674996,0.3982813,Positive,0.04447357,0.95071006,0.004816411,Neutral
AAPL,2015-06-10,"Shop Locally, Download Globally",0.0,1.0,0.0,Neutral,0.25443396,0.34537068,0.40019536,Positive,0.023142353,0.33207214,0.6447855,Positive
AAPL,2015-06-17,Video Feature: Apple Watch Apps That Are Available Now,0.0,1.0,0.0,Neutral,0.25389853,0.34254703,0.4035545,Positive,0.0068333843,0.86662793,0.12653872,Neutral
AAPL,2015-06-23,"Daily Report: Taylor Swift, ‘the Most Powerful Person in the Music Industry’",0.329,0.671,0.0,Positive,0.25232086,0.34623867,0.40144053,Positive,0.024192572,0.37578708,0.60002035,Positive
AAPL,2015-09-17,Apple and Google Create a Buzz at Frankfurt Motor Show,0.208,0.792,0.0,Positive,0.25668332,0.3442476,0.3990691,Positive,0.025211472,0.29182923,0.6829593,Positive
AAPL,2015-09-22,"Siri, Apple Music and Other iPhone Questions",0.0,1.0,0.0,Neutral,0.25322083,0.34648862,0.40029055,Positive,0.0031234254,0.99217165,0.0047048866,Neutral
AAPL,2015-09-09,Hands-On Experience With Apple’s New Devices,0.0,1.0,0.0,Neutral,0.25404906,0.34476715,0.40118384,Positive,0.0033900766,0.081281304,0.9153286,Positive
AAPL,2015-09-21,"Charter and Time Warner Vote, and Chinese Tech Meeting in Seattle",0.0,1.0,0.0,Neutral,0.25494567,0.34727284,0.3977815,Positive,0.010472136,0.9424824,0.04704538,Neutral
AAPL,2015-09-30,A Grab Bag of Software for the Apple Watch Upgrade,0.0,1.0,0.0,Neutral,0.25361812,0.34486985,0.4015121,Positive,0.007340968,0.19285612,0.7998029,Positive
AAPL,2015-09-27,"Narendra Modi, Indian Premier, Courts Silicon Valley to Try to Ease Nation’s Poverty",0.149,0.655,0.196,Negative,0.25783646,0.34541285,0.39675075,Positive,0.04214841,0.5053612,0.45249036,Neutral
AAPL,2015-09-10,An Apple Kind of Week,0.0,1.0,0.0,Neutral,0.25482422,0.34443048,0.4007453,Positive,0.008871916,0.12452799,0.86660016,Positive
AAPL,2015-09-06,‘Steve Jobs’ Receives Warm Reception at Telluride Film Festival,0.421,0.579,0.0,Positive,0.25406587,0.3440839,0.40185022,Positive,0.0025023685,0.054614555,0.9428831,Positive
AAPL,2015-09-22,IPhone 6s’s Hands-Free Siri Is an Omen of the Future  ,0.0,1.0,0.0,Neutral,0.25904694,0.34475186,0.39620116,Positive,0.004491986,0.05250186,0.9430061,Positive
AAPL,2015-09-22,"Apple Presses Ahead With Efforts to Create Car, Though Big Issues Remain",0.16,0.84,0.0,Positive,0.25493145,0.34779108,0.3972774,Positive,0.017988265,0.13710694,0.84490484,Positive
AAPL,2015-08-11,When Phone Encryption Blocks Justice,0.41,0.361,0.229,Positive,0.25869447,0.34373435,0.39757118,Positive,0.9687422,0.009745503,0.021512283,Negative
AAPL,2015-08-06,"Apple Music Attracts 11 Million Users in Trial Period, Executive Says",0.213,0.787,0.0,Positive,0.25238472,0.34749043,0.40012485,Positive,0.01573535,0.5690641,0.41520053,Neutral
AAPL,2015-08-28,Protecting Your Mac From Malware and Viruses,0.0,1.0,0.0,Neutral,0.2560504,0.34313783,0.40081173,Positive,0.12019109,0.8558613,0.023947615,Neutral
AAPL,2015-08-12,Stopping the iPhone Step Counter,0.0,0.714,0.286,Negative,0.25431362,0.34629232,0.39939412,Positive,0.07972743,0.9120907,0.008181833,Neutral
AAPL,2015-08-25,Daily Report: What a Hiccup in Start-Up Land Might Look Like,0.217,0.783,0.0,Positive,0.2583776,0.34376967,0.39785275,Positive,0.4185164,0.44365758,0.13782613,Neutral
AAPL,2015-08-26,Facebook Tests a Digital Assistant for Its Messaging App,0.0,1.0,0.0,Neutral,0.25654685,0.3432195,0.4002337,Positive,0.008836877,0.79737747,0.19378568,Neutral
AAPL,2015-08-31,‘The Cost of Cable Is Preposterous’: Readers Sound Off on Set-Top Boxes,0.0,1.0,0.0,Neutral,0.25644037,0.33865187,0.40490776,Positive,0.28833094,0.65139335,0.060275674,Neutral
AAPL,2015-08-26,The Appeal of Free: 75 Million Users Download Windows 10 in First Month,0.216,0.784,0.0,Positive,0.25378045,0.34493586,0.4012837,Positive,0.022779029,0.6145315,0.36268944,Neutral
AAPL,2015-08-26,Staying Private in Windows 10,0.0,1.0,0.0,Neutral,0.2564586,0.34579512,0.39774624,Positive,0.0026874868,0.9711278,0.026184646,Neutral
AAPL,2015-08-25,A Stock Market Rout in a Month That Hedge Funds Would Sooner Forget,0.0,0.84,0.16,Negative,0.2597924,0.3436979,0.3965097,Positive,0.967771,0.024418224,0.0078108786,Negative
AAPL,2015-03-05,"Nasdaq Changed in Its Climb to 5,000",0.0,1.0,0.0,Neutral,0.260864,0.34346208,0.3956739,Positive,0.051969193,0.8871111,0.060919642,Neutral
AAPL,2015-03-25,Apple and Beats Developing Streaming Music Service to Rival Spotify,0.0,1.0,0.0,Neutral,0.25230587,0.34772536,0.3999687,Positive,0.025223259,0.7704763,0.20430048,Neutral
AAPL,2015-03-18,European Union Moves to Limit Special Tax Deals,0.278,0.722,0.0,Positive,0.2578489,0.34377176,0.39837936,Positive,0.55504405,0.36605912,0.07889675,Negative
AAPL,2015-03-13,Digital Dog Collar,0.0,1.0,0.0,Neutral,0.2539745,0.34610143,0.39992404,Positive,0.007089009,0.77976465,0.21314631,Neutral
AAPL,2015-03-31,"Silicon Valley Leaders, New to Social Issues, Come Together Over Indiana Law",0.0,1.0,0.0,Neutral,0.25758788,0.3436295,0.39878258,Positive,0.38143936,0.47618353,0.14237712,Neutral
AAPL,2015-03-10,Introducing the Apple Watch,0.0,1.0,0.0,Neutral,0.25242952,0.34556985,0.4020007,Positive,0.0072252504,0.35231656,0.6404582,Positive
AAPL,2015-03-21,What Begat What,0.0,1.0,0.0,Neutral,0.2561463,0.34427506,0.3995786,Positive,0.07860159,0.80170214,0.11969621,Neutral
AAPL,2015-03-04,"In Chase of Apple, Smartphone Makers Shift Strategies",0.0,1.0,0.0,Neutral,0.25461832,0.34489784,0.40048388,Positive,0.45648995,0.23493764,0.30857244,Negative
AAPL,2015-03-18,What the World Says About the Apple Watch,0.0,1.0,0.0,Neutral,0.25201988,0.346455,0.4015252,Positive,0.0058904705,0.98380566,0.010303922,Neutral
AAPL,2015-03-11,Device Syncing: Call From Computers and Text From Tablets,0.0,1.0,0.0,Neutral,0.25642425,0.3432272,0.40034857,Positive,0.015268756,0.91678923,0.067941956,Neutral
AAPL,2015-02-13,Apple Backslides on Work-Hour Limits,0.0,1.0,0.0,Neutral,0.25435314,0.34556913,0.40007767,Positive,0.93341035,0.04705263,0.019537061,Negative
AAPL,2015-02-28,Apple’s New Job: Selling a Smartwatch to an Uninterested Public,0.0,1.0,0.0,Neutral,0.25265828,0.3471175,0.4002242,Positive,0.62863916,0.32701704,0.04434378,Negative
AAPL,2015-02-18,"Samsung Buys LoopPay, a Competitor to Apple’s Mobile Wallet",0.0,1.0,0.0,Neutral,0.25488272,0.34660906,0.39850825,Positive,0.08053034,0.87399185,0.045477822,Neutral
AAPL,2015-02-06,New Data Shows Apple’s Explosive Growth in China,0.271,0.729,0.0,Positive,0.2543233,0.35007286,0.39560387,Positive,0.3315823,0.43847147,0.22994624,Neutral
AAPL,2015-02-27,Choosing Between Amazon’s TV Streaming Hardware,0.0,1.0,0.0,Neutral,0.25186422,0.3449101,0.40322566,Positive,0.00924862,0.9796305,0.011120938,Neutral
AAPL,2015-02-24,Filing Away Gmail Messages,0.0,1.0,0.0,Neutral,0.2549925,0.34656498,0.39844248,Positive,0.08141803,0.90477055,0.013811439,Neutral
AAPL,2015-02-17,Securing a Hotmail Account,0.535,0.465,0.0,Positive,0.2580543,0.3438327,0.39811304,Positive,0.0056948042,0.9792554,0.015049899,Neutral
AAPL,2015-02-11,Importing Images to iPhoto,0.0,1.0,0.0,Neutral,0.25696093,0.34510067,0.39793843,Positive,0.020395728,0.97638285,0.0032214504,Neutral
AAPL,2015-02-02,Apple to Open Giant Data Center in Arizona,0.0,1.0,0.0,Neutral,0.25590655,0.3484779,0.3956155,Positive,0.034154788,0.9292304,0.036614724,Neutral
AAPL,2015-02-25,Apple Loses Patent Case to Small Texas Company,0.0,0.753,0.247,Negative,0.25798127,0.345072,0.3969467,Positive,0.65754557,0.31394848,0.028505916,Negative
AAPL,2015-10-02,Amazon to Stop Selling Apple TV and Chromecast,0.172,0.606,0.222,Negative,0.25142947,0.3454112,0.4031593,Positive,0.07592434,0.8715571,0.052518602,Neutral
AAPL,2015-10-21,Lease a Smartphone or Buy It? The Pros and Cons,0.0,1.0,0.0,Neutral,0.25532562,0.3427078,0.40196657,Positive,0.0101941945,0.9622664,0.027539548,Neutral
AAPL,2015-10-14,Restoring Sound to Windows 10,0.355,0.645,0.0,Positive,0.25409457,0.34698695,0.39891845,Positive,0.02442437,0.9662505,0.00932512,Neutral
AAPL,2015-10-27,"IPhone Demand Drives Apple Profit, but Outlook Is Muted",0.191,0.686,0.123,Positive,0.255282,0.34651542,0.39820257,Positive,0.0117655825,0.03581593,0.9524185,Positive
AAPL,2015-10-28,"Volkswagen, Hit by Emissions Scandal, Posts Its First Loss in Years",0.0,0.634,0.366,Negative,0.25400278,0.34629804,0.39969918,Positive,0.9452058,0.04225704,0.012537183,Negative
AAPL,2015-10-19,Is America Great Only in Movies?,0.451,0.549,0.0,Positive,0.25582707,0.34611815,0.3980548,Positive,0.5143639,0.37721315,0.1084229,Negative
AAPL,2015-10-09,The Fashion News to Know This Week,0.0,1.0,0.0,Neutral,0.2569306,0.3424173,0.40065214,Positive,0.0031882646,0.054366477,0.9424452,Positive
AAPL,2015-10-05,Tech Giants Top Best Global Brands List,0.545,0.455,0.0,Positive,0.2571326,0.34491402,0.39795342,Positive,0.0022176392,0.010592516,0.9871898,Positive
AAPL,2015-10-20,Lending Kindle Books,0.0,1.0,0.0,Neutral,0.2531748,0.34422323,0.40260193,Positive,0.002169405,0.9929141,0.004916547,Neutral
AAPL,2015-10-07,"Chinese Hackers Breached LoopPay, Whose Tech Is Central to Samsung Pay ",0.0,0.877,0.123,Negative,0.25928208,0.34216118,0.3985567,Positive,0.71622735,0.1963182,0.087454475,Negative
AAPL,2015-10-21,Microsoft’s Rule-Breaking Vision of a Future With Countless Devices,0.222,0.778,0.0,Positive,0.25566348,0.34519854,0.39913794,Positive,0.03882561,0.3939084,0.5672659,Positive
AAPL,2015-10-01,Putting Mobile Ad Blockers to the Test,0.0,1.0,0.0,Neutral,0.25460297,0.34528756,0.40010944,Positive,0.053293824,0.49708244,0.44962376,Neutral
AAPL,2015-10-10,Obama Won’t Seek Access to Encrypted User Data,0.0,1.0,0.0,Neutral,0.25848275,0.34334552,0.39817178,Positive,0.20635587,0.6960823,0.097561866,Neutral
AAPL,2015-10-05,A View Emerges of Business Technology’s Future as the Personalization of the Machine,0.0,1.0,0.0,Neutral,0.25799814,0.3443821,0.3976198,Positive,0.019161323,0.74207896,0.23875976,Neutral
AAPL,2015-03-09,Apple Watch Success Will Hinge on Apps ,0.381,0.619,0.0,Positive,0.254594,0.34519103,0.40021497,Positive,0.037245203,0.38972723,0.5730275,Positive
AAPL,2015-03-06,Apple’s Entry Will Help an Antiquated Dow Catch Up,0.252,0.748,0.0,Positive,0.25828415,0.3465967,0.3951192,Positive,0.036832277,0.21655133,0.74661636,Positive
AAPL,2015-03-22,"Apple Opens Up to Praise New Book on Steve Jobs, and Criticize an Old One",0.188,0.677,0.135,Positive,0.2563978,0.34414598,0.39945623,Positive,0.111992806,0.32909366,0.5589136,Positive
AAPL,2015-03-02,"Jobs Data in Europe and U.S., and Car Sales",0.0,1.0,0.0,Neutral,0.25361955,0.3482897,0.39809066,Positive,0.0037620228,0.99081844,0.0054194336,Neutral
AAPL,2015-03-08,"Apple Watch Demonstration, Questions for HSBC and Greece’s Bailout",0.143,0.714,0.143,Neutral,0.25643277,0.34491476,0.39865246,Positive,0.008882207,0.72189564,0.2692222,Neutral
AAPL,2015-03-31,New York Times Develops an Apple Watch App,0.0,1.0,0.0,Neutral,0.25444782,0.34505373,0.40049845,Positive,0.012604401,0.5769871,0.41040853,Neutral
AAPL,2015-03-31,Daily Report: Jay Z Enters Streaming Music With Artist-Owned Service,0.0,1.0,0.0,Neutral,0.25453895,0.34509173,0.40036938,Positive,0.0054684677,0.97078145,0.023750056,Neutral
AAPL,2015-03-04,Outdated Encryption Keys Leave Phones Vulnerable to Hackers,0.0,0.659,0.341,Negative,0.25808516,0.34413058,0.3977843,Positive,0.93873286,0.033788152,0.027479,Negative
AAPL,2015-03-03,"At Geneva Auto Show, Worry About Silicon Valley",0.0,0.707,0.293,Negative,0.25449392,0.34400475,0.40150127,Positive,0.41426334,0.25891876,0.32681793,Negative
AAPL,2015-03-17,Pointing Fingers in Apple Pay Fraud,0.0,0.435,0.565,Negative,0.2546746,0.34527037,0.40005502,Positive,0.98176783,0.007928322,0.010303887,Negative
AAPL,2015-02-04,Traveling With an iPhone,0.0,1.0,0.0,Neutral,0.25433916,0.34507117,0.40058967,Positive,0.0018592289,0.9944171,0.0037236426,Neutral
AAPL,2015-02-10,Apple Building Solar Farm to Power California Operations,0.0,1.0,0.0,Neutral,0.25538397,0.3479972,0.39661884,Positive,0.012453703,0.16681828,0.82072806,Positive
AAPL,2015-02-13,Deleting Files From Microsoft’s OneDrive,0.0,1.0,0.0,Neutral,0.2554211,0.34485978,0.39971918,Positive,0.058740005,0.9376805,0.0035794142,Neutral
AAPL,2015-02-22,Google and Apple Fight for the Car Dashboard,0.0,0.729,0.271,Negative,0.25481462,0.3450305,0.40015495,Positive,0.104895934,0.80981964,0.085284464,Neutral
AAPL,2015-02-28,Silicon Valley Shuttle Drivers Vote to Join Union,0.239,0.761,0.0,Positive,0.2546595,0.34779286,0.39754754,Positive,0.030816266,0.4527781,0.5164057,Positive
AAPL,2015-02-23,Daily Report: Automakers Close to Widely Adopting Dashboard Tech From Google and Apple,0.0,1.0,0.0,Neutral,0.25809625,0.3435091,0.3983946,Positive,0.010351879,0.47340366,0.5162445,Positive
AAPL,2015-02-03,"Tax Reform Is the Cry, Until Details Are Offered",0.0,0.721,0.279,Negative,0.25749427,0.34323505,0.3992707,Positive,0.16912684,0.37429753,0.45657566,Positive
